interveningOpponents,interveningTeammates,minute,second,label,distance,angle,playType_جریان بازی,playType_ضربه آزاد مستقیم,playType_مستقیم از کرنر,playType_پنالتی,bodyPart_سایر,bodyPart_سر,bodyPart_پا,interferenceOnShooter_زیاد,interferenceOnShooter_متوسط,interferenceOnShooter_کم
1,0,54,36,0,9.26042115672932,43.03682251385495,1,0,0,0,0,0,1,1,0,0
1,1,1,46,0,8.598139333600033,42.13040646127844,1,0,0,0,0,1,0,1,0,0
4,1,73,55,0,23.891138524565967,16.592953103251865,1,0,0,0,0,0,1,0,0,1
2,0,9,38,0,18.235111735330825,15.047138473388046,1,0,0,0,0,0,1,0,1,0
2,0,70,33,0,12.159605256750732,32.53928825768638,1,0,0,0,0,1,0,1,0,0
2,1,59,36,0,30.839468218502084,12.832683566331431,1,0,0,0,0,0,1,0,0,1
1,0,51,3,1,15.858883945599704,25.060320379001176,1,0,0,0,0,0,1,0,0,1
2,0,21,23,0,12.508437152578255,30.407277495413584,1,0,0,0,0,1,0,1,0,0
2,0,27,4,1,18.06777518124465,20.758575291732562,1,0,0,0,0,0,1,0,1,0
6,3,64,53,0,33.26537088324734,10.500351616265013,0,1,0,0,0,0,1,0,0,1
3,1,88,35,0,10.086788388778661,32.638135407613056,1,0,0,0,0,0,1,0,1,0
2,0,47,58,0,7.830415059241751,49.73923877942061,1,0,0,0,0,0,1,0,0,1
2,0,9,18,0,6.953804713967743,54.63867091042664,1,0,0,0,0,1,0,1,0,0
3,0,47,59,0,23.734078874057868,16.63111632234437,1,0,0,0,0,0,1,0,1,0
2,0,63,53,0,7.139355713227911,53.66882423489845,1,0,0,0,0,1,0,1,0,0
4,1,31,2,0,21.814673960433147,12.25179751948411,1,0,0,0,0,0,1,0,1,0
2,0,20,46,0,32.764752402543806,12.711984507854623,1,0,0,0,0,0,1,0,1,0
3,0,44,44,0,18.53117643324352,11.265155183117644,1,0,0,0,0,0,1,0,0,1
1,0,43,13,1,12.704558237105294,23.352336204141345,1,0,0,0,0,0,1,0,1,0
3,0,46,49,0,8.492967679203778,34.380187355469964,1,0,0,0,0,1,0,0,1,0
2,0,65,45,0,13.40805727911393,29.232406538449002,1,0,0,0,0,0,1,1,0,0
1,0,42,37,0,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
2,0,74,31,0,27.93447511588503,14.926566379596233,1,0,0,0,0,0,1,0,0,1
3,0,75,34,0,29.882021350638247,11.726039140345666,1,0,0,0,0,0,1,0,1,0
3,1,64,15,0,14.638094138240811,20.883189142539095,1,0,0,0,0,0,1,0,1,0
2,0,13,20,0,8.824426326963131,34.21805252350059,1,0,0,0,0,1,0,1,0,0
2,0,35,15,0,25.892396567332273,15.67661114501388,1,0,0,0,0,0,1,1,0,0
3,0,53,1,0,30.462777286386743,12.491576910227229,1,0,0,0,0,0,1,0,0,1
3,0,72,4,0,11.492976115871816,34.681573853511466,1,0,0,0,0,0,1,1,0,0
7,4,7,0,0,29.262566531321205,13.633907389852833,0,1,0,0,0,0,1,0,0,1
3,0,55,22,0,20.821923542266696,14.841669150005702,1,0,0,0,0,0,1,1,0,0
2,0,62,18,0,24.324132050291123,15.190967805032916,1,0,0,0,0,0,1,0,1,0
2,0,55,4,0,9.200021739104752,42.69599967116271,1,0,0,0,0,1,0,0,1,0
1,0,60,53,0,12.65746025077701,28.123717066044726,1,0,0,0,0,0,1,0,1,0
1,0,53,54,0,16.608485782876176,17.012486325568407,1,0,0,0,0,0,1,0,0,1
2,0,49,28,0,9.170087240588282,19.868180536587815,1,0,0,0,0,0,1,1,0,0
1,0,20,11,0,20.30380506210597,9.35869098778787,1,0,0,0,0,0,1,0,1,0
1,0,31,4,0,17.168613805429953,14.554857771078549,1,0,0,0,0,0,1,1,0,0
1,0,77,36,0,14.646460323231686,19.962444470498845,1,0,0,0,0,0,1,0,1,0
2,0,89,16,0,14.274834499916278,28.66825973405977,1,0,0,0,0,0,1,0,0,1
2,0,97,21,0,13.229451991673729,30.91073934558125,1,0,0,0,0,1,0,0,0,1
2,0,34,36,0,25.649243653566085,15.815559607557907,1,0,0,0,0,0,1,0,0,1
4,0,21,25,0,31.432292312206567,11.43474433955173,1,0,0,0,0,0,1,0,1,0
1,0,69,35,0,13.43134393871291,28.65976098258741,1,0,0,0,0,1,0,0,1,0
2,0,58,7,0,7.59345112580571,49.09600548727956,1,0,0,0,0,0,1,0,1,0
1,0,91,16,1,4.493072445443096,76.06642634754337,1,0,0,0,0,0,1,0,1,0
2,0,81,59,0,14.918153370977254,17.9020215682228,1,0,0,0,0,0,1,0,1,0
3,0,81,58,0,22.702391944462594,18.30711717053387,1,0,0,0,0,0,1,1,0,0
0,0,36,24,1,0.7905694150420949,171.84515143187397,1,0,0,0,1,0,0,0,0,1
2,0,27,29,0,12.930247484097125,27.031807975630837,1,0,0,0,0,1,0,1,0,0
3,0,19,4,0,25.598566366107303,13.436652534060988,1,0,0,0,0,0,1,0,1,0
5,1,59,35,0,16.17047309140954,24.16958881419328,1,0,0,0,0,0,1,0,1,0
4,1,44,39,0,47.646399654118675,8.78222204857953,1,0,0,0,0,0,1,0,0,1
3,0,46,41,0,24.791403752107303,16.731183453068788,1,0,0,0,0,0,1,0,0,1
6,3,35,30,0,22.235163592831963,18.66709270448563,1,0,0,0,0,0,1,0,0,1
3,1,58,27,0,10.657767120743445,22.751283829389465,1,0,0,0,0,1,0,1,0,0
6,0,45,34,0,27.189703933658418,15.058712812391034,0,1,0,0,0,0,1,0,0,1
3,0,0,23,0,24.026718460913468,13.123752243732438,1,0,0,0,0,0,1,0,0,1
4,1,28,22,0,8.756312009059522,43.593040893118854,1,0,0,0,0,1,0,0,1,0
5,1,28,38,0,16.961332494824813,16.669159815906152,1,0,0,0,0,1,0,0,1,0
1,0,43,44,0,9.388982905512185,30.392526806590404,1,0,0,0,0,0,1,0,1,0
3,0,80,59,0,17.51412287269905,11.605194910848427,1,0,0,0,0,0,1,0,1,0
3,0,74,15,0,28.13081051089712,14.472166044219684,1,0,0,0,0,0,1,0,1,0
1,0,10,48,1,13.625024770619687,18.185618320836355,1,0,0,0,0,0,1,0,0,1
6,3,31,35,0,24.31781651382377,16.701301478084247,0,1,0,0,0,0,1,0,0,1
4,2,64,38,0,30.3668042441084,13.008187070372575,1,0,0,0,0,0,1,0,1,0
4,0,93,40,0,14.875204200279068,26.98446992486648,1,0,0,0,0,0,1,0,0,1
3,0,87,12,0,19.070332980837016,21.344677548779615,1,0,0,0,0,0,1,0,1,0
4,0,34,51,0,18.58734246738893,14.78023599650799,1,0,0,0,0,0,1,0,1,0
3,1,28,20,0,15.200032894701248,25.16642195373184,1,0,0,0,0,0,1,0,0,1
1,0,27,27,0,15.53041531962362,23.40493932444622,1,0,0,0,0,0,1,0,1,0
4,0,44,13,0,10.794466174850891,32.514143210616474,1,0,0,0,0,1,0,1,0,0
2,0,63,23,0,10.525231588901026,34.018861932158536,1,0,0,0,0,0,1,0,0,1
4,0,27,28,1,8.077307719778911,48.408075450044606,0,0,1,0,0,1,0,1,0,0
2,0,80,14,0,7.486000267165371,37.62195271377372,1,0,0,0,0,0,1,0,1,0
2,0,59,11,0,9.036481616204396,24.44982303118405,1,0,0,0,0,1,0,1,0,0
2,0,52,52,0,18.72671887971836,22.088762843485892,1,0,0,0,0,0,1,0,1,0
2,0,70,34,0,15.22830588082601,14.967009601827641,1,0,0,0,0,0,1,0,0,1
1,0,94,50,0,16.05301529308435,18.195223053909427,1,0,0,0,0,0,1,0,0,1
3,1,82,5,0,23.596325985203713,13.957445682730567,1,0,0,0,0,0,1,0,0,1
5,1,82,43,0,11.296924360196453,31.94511948027957,1,0,0,0,0,1,0,0,1,0
4,1,75,18,0,14.599263680062773,27.110636237485355,1,0,0,0,0,0,1,0,1,0
3,0,55,39,0,30.001013316219836,12.421671491414143,1,0,0,0,0,0,1,0,1,0
2,0,51,7,0,7.918838298639518,46.016319130984414,1,0,0,0,0,0,1,0,1,0
4,2,17,54,0,15.393466146388214,20.993863305358992,1,0,0,0,0,0,1,0,0,1
3,0,77,49,0,25.221437310351686,14.625519013582519,1,0,0,0,0,0,1,0,1,0
7,3,47,1,0,19.510830325744724,16.86428095980506,1,0,0,0,0,0,1,0,0,1
6,2,20,50,0,25.340949074570986,16.19048555958785,1,0,0,0,0,0,1,0,1,0
2,0,89,41,0,8.816490231378925,41.332158099597756,1,0,0,0,0,1,0,0,1,0
1,0,48,30,1,7.874192022042643,49.33626336150132,1,0,0,0,0,0,1,0,1,0
1,0,70,52,1,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
2,0,52,5,0,14.288404389574087,27.765331231591755,1,0,0,0,0,1,0,0,1,0
1,0,71,44,0,7.2988286731502345,53.00241211782494,1,0,0,0,0,0,1,1,0,0
1,0,4,28,1,15.164491419101402,20.344234536528884,1,0,0,0,0,0,1,0,1,0
2,0,58,41,0,13.21632702379901,19.333427807902382,1,0,0,0,0,1,0,0,1,0
2,0,60,58,0,23.86138512324882,13.304044296537812,1,0,0,0,0,0,1,0,1,0
2,1,68,35,0,16.05301529308435,19.34938348250057,1,0,0,0,0,0,1,0,1,0
4,1,81,48,0,23.574428943242722,17.379419101223927,1,0,0,0,0,0,1,0,1,0
1,0,92,28,0,11.27379705334454,34.61093209601607,1,0,0,0,0,0,1,0,0,1
1,0,35,13,0,6.260000000000001,60.5481891880841,1,0,0,0,0,1,0,0,1,0
2,0,1,26,0,13.76483926531654,21.51006548121729,1,0,0,0,0,0,1,0,0,1
1,0,90,20,0,10.47488902089182,32.021970465996176,1,0,0,0,0,0,1,0,0,1
2,0,76,4,0,13.419903129307604,25.720640506804845,1,0,0,0,0,1,0,0,1,0
1,0,84,51,0,28.16412256755037,13.93330421963461,1,0,0,0,0,0,1,1,0,0
2,0,9,18,0,8.598139333600033,42.13040646127844,1,0,0,0,0,1,0,0,1,0
2,0,86,20,0,3.4644768724873893,93.64171619158436,1,0,0,0,0,1,0,1,0,0
1,0,28,43,0,9.371792784734414,39.825787946920066,1,0,0,0,0,1,0,0,0,1
3,2,83,39,0,13.448635618530231,24.091606455833666,1,0,0,0,0,0,1,0,0,1
2,0,26,23,0,18.991182164362492,21.77384526149555,1,0,0,0,0,0,1,0,1,0
2,0,18,29,0,24.98506754043303,16.639282316870627,1,0,0,0,0,0,1,0,1,0
3,0,59,33,0,25.162005087035492,15.632485307389846,1,0,0,0,0,0,1,0,1,0
2,0,20,46,0,12.228593541368525,31.66246207692943,1,0,0,0,0,1,0,0,1,0
2,0,75,40,0,18.436770324544373,11.690709538930273,1,0,0,0,0,0,1,0,1,0
2,0,3,0,0,9.375126665810974,38.961330056435834,1,0,0,0,0,0,1,1,0,0
3,1,65,4,0,11.355654978908087,35.40313710999084,1,0,0,0,0,1,0,0,0,1
5,2,11,34,0,25.95238910004241,15.163395040766572,0,1,0,0,0,0,1,0,0,1
2,0,87,14,1,8.598430089266296,44.8606281880476,1,0,0,0,0,1,0,0,0,1
3,1,10,25,0,15.393466146388214,24.19085524720718,1,0,0,0,0,0,1,0,1,0
2,0,7,38,0,9.72769242934829,18.624754639004713,1,0,0,0,0,0,1,0,0,1
1,0,7,13,0,4.788287794191156,66.46599753124988,1,0,0,0,0,0,1,0,0,1
3,0,67,16,0,8.264103097130384,47.657187879095765,1,0,0,0,0,1,0,0,1,0
2,0,60,13,0,10.86190130686152,6.983020307911802,1,0,0,0,0,0,1,1,0,0
2,0,31,19,0,6.997885394888945,55.15176939404593,1,0,0,0,0,1,0,1,0,0
5,2,43,1,0,25.289398964783643,16.408626804040654,0,1,0,0,0,0,1,0,0,1
4,1,81,21,0,14.468641954240212,28.377277213149448,1,0,0,0,0,0,1,1,0,0
2,0,58,9,0,21.022963635034905,13.4203370422689,1,0,0,0,0,0,1,0,1,0
5,0,10,7,1,8.226809831277249,47.09814036960088,1,0,0,0,0,0,1,0,1,0
3,0,60,41,0,10.615243756033115,7.351624977004327,1,0,0,0,0,1,0,0,1,0
1,0,26,11,1,9.63433962448906,39.61182207072356,1,0,0,0,0,0,1,0,0,1
6,1,21,26,0,23.297933384744667,17.778379365405993,0,1,0,0,0,0,1,0,0,1
2,0,76,44,0,46.173915796691965,6.926337592272803,1,0,0,0,0,0,1,0,1,0
3,1,88,13,0,26.679977511234902,15.209378313411884,1,0,0,0,0,0,1,0,1,0
3,0,79,34,0,19.894333364051185,10.815760219096129,1,0,0,0,0,0,1,0,1,0
3,0,42,9,0,11.760888571872451,32.73289653855105,1,0,0,0,0,1,0,1,0,0
2,0,48,32,0,15.91897609772689,21.581522215464137,1,0,0,0,0,0,1,0,1,0
3,1,94,8,0,21.963323974298607,18.308779184126582,1,0,0,0,0,0,1,0,1,0
3,0,8,2,0,13.484761770235322,18.007102720501866,1,0,0,0,0,0,1,0,1,0
3,0,55,40,0,24.074336958678636,16.859481225290782,1,0,0,0,0,0,1,0,1,0
3,0,51,28,0,17.635243122792495,17.05158230910843,1,0,0,0,0,0,1,0,0,1
4,0,38,57,0,17.42884104006919,13.781790732970977,1,0,0,0,0,0,1,0,1,0
2,0,57,47,0,15.189430535737673,24.002613295897095,1,0,0,0,0,1,0,0,0,1
2,1,79,35,1,20.615528128088304,16.78424414058364,1,0,0,0,0,0,1,0,0,1
1,0,13,41,0,7.9956488167002435,49.136247166985335,1,0,0,0,0,0,1,0,0,1
6,3,24,1,1,29.94603980495585,13.593135747872779,1,0,0,0,0,0,1,0,1,0
4,1,46,43,0,8.513101667430034,46.416748485567226,1,0,0,0,0,1,0,1,0,0
6,1,89,45,0,38.73872610192545,8.928217132555899,1,0,0,0,0,0,1,0,0,1
2,0,78,2,1,7.091043646741994,54.17239577798895,1,0,0,0,1,0,0,0,1,0
2,0,90,32,1,12.877627887153752,23.326486318066298,1,0,0,0,0,0,1,0,1,0
7,1,70,30,0,26.622616325222435,15.273136283748128,0,1,0,0,0,0,1,0,0,1
2,0,87,37,0,15.917012910719148,14.503768074856023,1,0,0,0,0,0,1,0,0,1
2,0,53,22,0,24.60709247351259,15.996871808240517,1,0,0,0,0,0,1,0,1,0
2,0,30,43,0,26.738109506844346,14.866271608444288,1,0,0,0,0,0,1,0,1,0
2,0,84,47,0,23.441333153214647,17.747448162241877,1,0,0,0,0,0,1,0,0,1
3,0,10,20,0,24.888433056341654,10.40990680399418,1,0,0,0,0,0,1,0,1,0
2,0,92,53,0,23.44129049348606,11.168818491440392,1,0,0,0,0,0,1,0,1,0
1,0,69,0,1,7.984541314314805,48.33210622089877,1,0,0,0,0,0,1,1,0,0
1,0,89,0,0,9.886121585333655,40.1805522437101,1,0,0,0,0,0,1,0,0,1
2,0,71,51,0,13.16200972496222,28.223211043150368,1,0,0,0,0,1,0,1,0,0
4,0,20,12,0,21.750229883842607,11.669626014731383,1,0,0,0,0,0,1,1,0,0
2,0,75,27,0,14.71730953673259,27.51466226709333,1,0,0,0,0,0,1,0,1,0
4,1,62,9,0,15.06881548098589,26.352372112964282,1,0,0,0,0,0,1,0,1,0
2,0,11,53,0,9.067552040104319,39.42494000858492,1,0,0,0,0,1,0,0,0,1
3,0,36,43,0,42.284694630563436,9.6334855652024,1,0,0,0,0,0,1,1,0,0
3,0,66,40,0,26.03414104594196,14.776119642738037,1,0,0,0,0,0,1,0,0,1
2,0,36,46,0,10.240019531231374,24.67351914116213,1,0,0,0,0,1,0,1,0,0
2,0,86,1,0,10.67243177537341,31.70013342949573,1,0,0,0,0,0,1,1,0,0
2,0,57,14,0,30.07037911300754,12.03252396853943,1,0,0,0,0,0,1,0,1,0
2,0,14,52,0,31.567440504418474,11.95212671360884,1,0,0,0,0,0,1,0,0,1
1,0,72,17,0,10.384989167062237,18.190381594798694,1,0,0,0,0,0,1,0,1,0
3,0,36,3,0,28.11537835420324,6.433277384915989,0,1,0,0,0,0,1,0,0,1
2,0,15,14,0,16.067320871881535,23.038584714420768,1,0,0,0,0,0,1,0,1,0
2,0,8,39,0,23.445332158022417,17.741632358620706,1,0,0,0,0,0,1,0,1,0
2,0,74,15,0,8.770860847146078,44.33459129849052,1,0,0,0,0,1,0,0,0,1
2,0,71,53,0,23.57597293856608,5.572565291357524,1,0,0,0,0,0,1,0,0,1
1,0,47,29,0,8.756312009059522,43.593040893118854,1,0,0,0,0,0,1,0,1,0
2,1,6,15,0,29.806207407182818,13.944010867243891,1,0,0,0,0,0,1,0,0,1
1,0,25,7,0,14.989196109198119,9.325961259638033,1,0,0,0,0,0,1,0,0,1
4,1,78,49,0,30.919173662955483,12.873629012309435,1,0,0,0,0,0,1,0,1,0
1,0,30,2,0,12.698759781962961,30.650077391120234,1,0,0,0,0,1,0,0,1,0
2,0,36,40,0,16.72577950350895,8.964351737659111,1,0,0,0,0,0,1,0,0,1
2,0,10,2,0,12.961423532930324,6.72380864558907,1,0,0,0,0,1,0,0,1,0
1,0,78,25,0,7.1972355804155805,48.78548273479551,1,0,0,0,0,1,0,0,1,0
2,0,65,57,0,22.642722892797146,16.49634994194019,1,0,0,0,0,0,1,0,0,1
2,0,17,53,0,5.134218538395109,68.47280611851033,1,0,0,0,0,0,1,0,1,0
2,0,31,35,0,27.12903426220698,13.494943353532296,1,0,0,0,0,0,1,0,0,1
2,0,85,15,0,6.895135966752215,55.272049977075355,1,0,0,0,0,0,1,1,0,0
1,0,35,38,1,10.869245603996626,32.823228832097946,1,0,0,0,0,0,1,0,1,0
2,0,73,23,1,3.8713821821153234,86.67191665831974,1,0,0,0,0,0,1,1,0,0
1,0,28,45,0,7.4693038497573525,29.223774237769522,1,0,0,0,0,0,1,0,1,0
3,1,45,55,0,30.278048153736727,11.090088066325407,1,0,0,0,0,0,1,0,1,0
2,0,12,27,0,6.740563774640814,50.12784737935879,1,0,0,0,0,1,0,1,0,0
1,0,64,39,0,18.853036890644436,10.582567205082988,1,0,0,0,0,0,1,0,0,1
1,0,0,26,1,9.411721415341617,37.84479879314337,1,0,0,0,0,0,1,0,1,0
1,0,84,56,0,8.365578282462009,46.792524116793686,1,0,0,0,0,1,0,0,1,0
3,0,38,44,0,31.583642918447516,11.633768865593863,1,0,0,0,0,0,1,0,1,0
2,0,58,46,0,13.526215287359582,12.74634606532947,1,0,0,0,0,0,1,1,0,0
2,1,87,36,0,22.070455364581857,10.906804754204906,1,0,0,0,0,0,1,0,1,0
3,0,46,33,0,26.03414104594196,14.776119642738037,1,0,0,0,0,0,1,0,0,1
3,1,68,22,0,10.756546843666884,28.155044856193143,1,0,0,0,0,1,0,0,1,0
2,0,32,47,0,9.844942864232378,40.45417638940763,1,0,0,0,0,1,0,1,0,0
1,0,73,8,0,11.559000821870375,30.645426206691287,1,0,0,0,0,0,1,0,1,0
1,0,47,4,0,16.47342708728211,13.912650178442453,1,0,0,0,0,0,1,0,0,1
3,1,22,10,0,22.235163592831963,18.66709270448563,1,0,0,0,0,0,1,0,1,0
3,0,12,2,0,29.788462531658123,13.734022123080784,1,0,0,0,0,0,1,0,0,1
1,1,36,7,0,6.93254642970388,36.389132653460614,1,0,0,0,0,0,1,1,0,0
1,0,86,26,0,12.778137579475343,25.984466112497785,1,0,0,0,0,0,1,0,1,0
2,0,51,51,0,27.43113923992221,15.199006320116858,1,0,0,0,0,0,1,0,0,1
1,0,73,6,1,16.61737042976415,22.28489651591703,1,0,0,0,0,0,1,0,0,1
3,0,21,51,1,22.309697443040324,18.353105627224245,1,0,0,0,0,0,1,0,1,0
1,0,22,15,0,11.98292535235032,29.90602276338724,1,0,0,0,0,0,1,1,0,0
1,0,16,1,0,9.07788521628248,41.96997952936525,1,0,0,0,0,0,1,1,0,0
2,0,1,36,0,14.466125949956334,17.58377615052674,1,0,0,0,0,0,1,0,1,0
1,0,10,9,0,13.259460773349723,21.477265724846085,1,0,0,0,0,0,1,0,1,0
1,0,90,4,0,14.146070125656808,22.795396266706287,1,0,0,0,0,0,1,0,0,1
5,0,42,2,0,31.457058031545166,13.15605567710983,1,0,0,0,0,0,1,0,0,1
4,3,37,30,0,24.230377628093212,16.98523413079227,1,0,0,0,0,0,1,0,0,1
2,0,92,51,0,24.54660261624814,12.748927318566649,1,0,0,0,0,0,1,0,0,1
3,2,44,12,0,19.61020397650162,20.7395172443211,1,0,0,0,0,0,1,0,1,0
4,1,31,3,0,28.900596879649388,13.130455734049464,1,0,0,0,0,0,1,0,1,0
2,0,11,17,0,8.762157268618271,45.235783769876605,1,0,0,0,0,1,0,0,1,0
3,0,24,3,0,13.138257114244645,26.763720643441758,1,0,0,0,0,0,1,0,0,1
4,0,39,39,0,23.45199565069037,17.7319475462761,1,0,0,0,0,0,1,0,1,0
1,0,89,29,0,14.594820999244904,16.311267859171707,1,0,0,0,0,1,0,1,0,0
1,0,24,49,0,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
2,0,38,27,0,16.578353356108682,18.52792734237549,1,0,0,0,0,0,1,0,1,0
2,0,45,7,0,10.576904083899032,37.89256187805403,1,0,0,0,0,0,1,0,1,0
2,0,45,27,0,9.066581494697989,43.69125739533665,1,0,0,0,0,1,0,0,0,1
5,0,50,54,0,25.83570591255443,15.743417290698739,1,0,0,0,0,0,1,1,0,0
4,1,74,45,0,25.201162671591167,16.519822145995207,1,0,0,0,0,0,1,0,0,1
2,0,25,5,0,15.334797031587996,25.144528108717367,1,0,0,0,0,0,1,0,0,1
2,0,11,27,1,6.1749574897322175,60.57213945818919,1,0,0,0,0,1,0,0,0,1
3,0,52,16,0,42.68390094637555,9.68159307882903,1,0,0,0,0,0,1,0,0,1
3,0,90,9,0,11.932141467481854,33.629583643424795,1,0,0,0,0,1,0,0,1,0
3,1,86,53,0,28.95522405370057,10.775541978256857,1,0,0,0,0,0,1,0,1,0
3,0,42,13,0,27.160117820068454,13.327651246783331,1,0,0,0,0,0,1,0,1,0
2,0,40,58,0,17.649413587992097,16.37929851529367,1,0,0,0,0,0,1,1,0,0
1,0,8,5,0,12.704558237105294,24.5357186371027,1,0,0,0,0,1,0,0,0,1
4,2,66,20,0,13.914776318719609,28.682845001911378,1,0,0,0,0,0,1,0,1,0
3,1,75,44,0,32.16840841571121,12.885079407849052,1,0,0,0,0,0,1,0,0,1
2,0,6,36,0,10.061972967564563,31.934408145450124,1,0,0,0,0,1,0,0,1,0
4,0,11,51,0,26.547033732603722,15.633774752167223,0,1,0,0,0,0,1,0,0,1
1,0,10,49,0,11.853311773508702,33.447047759416954,1,0,0,0,0,1,0,0,1,0
1,0,53,35,0,14.072981205132054,25.846650991899953,1,0,0,0,0,0,1,0,0,1
4,0,72,58,0,17.48082663949277,16.363189527452686,1,0,0,0,0,0,1,0,0,1
1,0,38,31,0,9.067552040104319,39.42494000858492,1,0,0,0,0,0,1,0,1,0
2,1,29,14,1,12.95680516176731,27.997173714816597,1,0,0,0,0,0,1,0,0,1
2,0,80,57,0,8.151564267059422,24.086783060965384,1,0,0,0,0,0,1,1,0,0
3,0,58,28,0,10.018383103076065,38.58569109648022,1,0,0,0,0,1,0,1,0,0
3,0,25,24,0,16.474808041370316,16.54292158244584,1,0,0,0,0,1,0,1,0,0
3,0,37,50,1,9.829954221663497,35.06168617522734,1,0,0,0,0,1,0,0,1,0
4,0,14,53,0,24.516029450137314,12.270299394012099,1,0,0,0,0,0,1,0,1,0
3,0,71,45,0,18.893366560780006,15.163684837486205,1,0,0,0,0,0,1,0,1,0
3,1,55,40,0,9.362585113097772,34.52853134030296,1,0,0,0,0,1,0,0,1,0
5,3,37,40,0,26.447428986576373,15.185958269342983,0,1,0,0,0,0,1,0,0,1
2,0,92,2,0,24.201623912456785,17.191525069351638,1,0,0,0,0,0,1,0,0,1
1,0,40,33,0,10.018383103076065,38.58569109648022,1,0,0,0,0,1,0,1,0,0
3,0,90,52,0,15.441787461301233,23.267172814365868,1,0,0,0,0,0,1,0,1,0
2,0,1,47,0,6.803888594032093,56.26575055421022,1,0,0,0,0,0,1,0,0,1
4,1,58,44,0,32.680515601807755,10.110229821486374,1,0,0,0,0,0,1,0,1,0
3,1,25,7,0,26.81822141753625,14.362423570178144,1,0,0,0,0,0,1,0,1,0
1,0,46,1,0,12.188457654682976,29.554210424723575,1,0,0,0,0,1,0,0,1,0
2,0,9,30,0,16.282561223591333,19.931545797091687,1,0,0,0,0,0,1,0,1,0
2,0,38,38,0,21.602083232873632,15.747217592236979,1,0,0,0,0,0,1,0,1,0
3,1,43,1,0,35.09210310027029,11.765975273398597,1,0,0,0,0,0,1,0,1,0
3,1,61,56,0,25.500119607562628,16.29915106867804,1,0,0,0,0,0,1,0,0,1
4,0,74,25,0,17.178745588662753,18.957913862292536,1,0,0,0,0,0,1,0,0,1
3,1,24,42,0,11.0823282752317,32.382091303496594,1,0,0,0,0,0,1,0,0,1
2,0,86,46,0,24.870388014665153,16.62873853544232,1,0,0,0,0,0,1,0,0,1
4,0,25,20,0,6.363968887416092,59.31521124524451,1,0,0,0,0,1,0,1,0,0
3,0,62,21,0,24.60709247351259,15.996871808240517,1,0,0,0,0,0,1,0,1,0
2,0,26,32,0,11.353677818222605,34.189688188994666,1,0,0,0,0,0,1,0,1,0
2,0,62,4,0,17.024505866544263,20.300511357686357,1,0,0,0,0,0,1,0,1,0
2,0,53,46,1,25.113709403431425,13.791236483596979,1,0,0,0,0,0,1,0,1,0
2,0,34,43,0,8.042412573351358,48.71816388425845,1,0,0,0,0,1,0,0,1,0
3,0,65,42,0,29.806207407182818,13.944010867243891,1,0,0,0,0,0,1,1,0,0
3,1,4,2,0,28.68435810681494,14.540688928843919,1,0,0,0,0,0,1,0,0,1
2,0,22,56,1,13.16200972496222,28.223211043150368,1,0,0,0,0,0,1,0,0,1
2,0,88,14,1,11.849932489259169,5.75858435838479,1,0,0,0,0,0,1,0,0,1
2,0,10,1,0,12.280004071660564,29.730562987838407,1,0,0,0,0,0,1,0,0,1
1,0,40,49,0,14.00574524971806,29.227780507253126,1,0,0,0,0,0,1,0,1,0
1,0,33,53,0,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
4,0,67,19,0,29.21033378789089,11.066438410979588,1,0,0,0,0,0,1,0,0,1
3,0,22,11,0,26.969523540470643,12.956582404895677,1,0,0,0,0,0,1,0,1,0
1,0,64,13,1,10.97,36.90123249850194,1,0,0,0,0,0,1,0,1,0
4,3,48,33,1,20.724140512938046,20.009486435677346,1,0,0,0,0,0,1,0,1,0
1,0,38,12,1,8.762157268618271,45.235783769876605,1,0,0,0,0,0,1,0,1,0
1,0,92,0,0,11.245038906113221,35.99698688850786,1,0,0,0,0,0,1,0,1,0
1,0,61,42,0,12.323688571203023,20.91592582409218,1,0,0,0,0,0,1,0,0,1
2,0,81,20,0,16.763114269132693,13.059298971904578,1,0,0,0,0,0,1,0,1,0
3,0,38,30,0,18.976366880939036,21.80585989293172,1,0,0,0,0,0,1,0,1,0
2,0,45,53,0,12.698759781962961,30.650077391120234,1,0,0,0,0,0,1,0,1,0
2,0,32,20,0,9.628109887200084,35.50764382674964,1,0,0,0,0,1,0,0,0,1
3,0,55,50,0,33.50229842861531,10.901805519358728,1,0,0,0,0,0,1,0,0,1
2,1,40,19,0,7.681985420449586,50.20103748750292,1,0,0,0,0,1,0,0,1,0
1,0,11,31,1,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
1,0,13,37,1,13.498462875453637,29.353407374294548,1,0,0,0,0,0,1,0,0,1
2,0,6,47,0,20.8805555481649,19.72530158005357,1,0,0,0,0,0,1,0,0,1
10,0,21,42,0,9.886121585333655,40.1805522437101,1,0,0,0,0,0,1,0,0,1
2,0,15,40,0,8.20124990474013,46.41005615011807,1,0,0,0,0,1,0,1,0,0
1,0,20,25,0,14.663348867158554,19.456265543592863,1,0,0,0,0,0,1,0,0,1
2,0,40,58,0,13.625013761460941,27.921080505844785,1,0,0,0,0,0,1,1,0,0
