age,job,marital,education,default,housing,loan,is_telephone_contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
33,admin.,married,university.degree,no,no,no,no,oct,fri,18,1,999,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,yes,nov,mon,44,1,999,0,nonexistent,no
33,admin.,married,university.degree,no,no,no,yes,nov,mon,98,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,no,nov,tue,95,1,999,0,nonexistent,no
25,admin.,single,university.degree,no,no,yes,yes,nov,tue,5,1,999,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,yes,nov,tue,399,1,999,0,nonexistent,yes
32,management,married,university.degree,no,yes,yes,yes,nov,tue,15,1,999,0,nonexistent,no
57,retired,divorced,university.degree,no,yes,no,yes,nov,tue,21,1,999,0,nonexistent,no
48,admin.,married,high.school,no,yes,no,yes,nov,tue,217,1,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,no,no,yes,nov,tue,465,1,999,0,nonexistent,yes
50,entrepreneur,married,university.degree,no,no,no,yes,nov,tue,209,1,999,0,nonexistent,yes
30,technician,married,professional.course,no,yes,no,yes,nov,wed,6,1,999,0,nonexistent,no
45,,married,,no,no,no,yes,nov,wed,169,1,999,0,nonexistent,yes
36,admin.,married,university.degree,no,yes,no,yes,nov,wed,449,1,999,1,failure,no
57,admin.,divorced,university.degree,no,no,no,yes,nov,wed,5,1,999,0,nonexistent,no
25,management,married,university.degree,no,yes,no,yes,nov,wed,268,1,999,0,nonexistent,yes
39,management,married,university.degree,no,yes,no,yes,nov,wed,204,1,999,0,nonexistent,yes
27,self-employed,married,professional.course,no,no,no,yes,nov,wed,669,1,999,0,nonexistent,yes
33,blue-collar,married,basic.9y,no,yes,yes,yes,nov,wed,68,1,999,0,nonexistent,no
47,admin.,married,university.degree,no,no,yes,yes,nov,wed,23,1,999,0,nonexistent,no
41,admin.,single,high.school,no,yes,no,yes,nov,thu,234,1,999,0,nonexistent,yes
30,admin.,married,high.school,no,yes,no,yes,nov,thu,26,1,999,0,nonexistent,no
29,technician,married,university.degree,no,yes,no,no,nov,thu,150,1,999,0,nonexistent,yes
32,admin.,married,university.degree,no,no,no,yes,nov,thu,132,1,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,yes,nov,fri,115,1,999,0,nonexistent,yes
29,admin.,married,basic.9y,no,yes,no,yes,nov,fri,453,1,999,0,nonexistent,yes
43,retired,married,high.school,no,yes,no,no,nov,fri,83,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,yes,nov,mon,1239,1,999,0,nonexistent,no
33,technician,single,professional.course,no,yes,no,yes,nov,mon,4918,1,999,0,nonexistent,no
27,student,single,university.degree,no,yes,no,yes,nov,mon,125,1,999,0,nonexistent,no
24,management,single,university.degree,no,no,yes,yes,nov,mon,107,1,999,0,nonexistent,no
47,student,single,,no,,,yes,nov,mon,145,1,999,0,nonexistent,yes
46,technician,married,professional.course,no,no,no,yes,nov,mon,98,1,999,0,nonexistent,no
58,retired,divorced,basic.9y,no,yes,no,yes,nov,mon,248,1,999,0,nonexistent,yes
47,management,divorced,university.degree,no,no,no,yes,nov,tue,74,1,999,0,nonexistent,no
43,services,married,basic.6y,no,no,no,yes,nov,tue,133,1,999,0,nonexistent,no
57,admin.,divorced,university.degree,no,no,no,yes,nov,tue,119,1,999,0,nonexistent,no
32,unemployed,married,professional.course,no,yes,no,yes,nov,tue,486,1,999,0,nonexistent,yes
33,services,married,high.school,no,no,no,yes,nov,tue,158,1,999,0,nonexistent,yes
36,admin.,married,high.school,no,yes,no,yes,nov,wed,114,1,999,1,failure,yes
58,management,divorced,university.degree,no,no,no,yes,nov,wed,139,1,999,0,nonexistent,yes
53,technician,divorced,professional.course,no,yes,no,no,nov,wed,320,1,999,0,nonexistent,no
37,housemaid,married,university.degree,no,yes,no,yes,nov,wed,129,1,999,0,nonexistent,no
48,admin.,married,high.school,no,no,no,yes,nov,wed,24,1,999,0,nonexistent,no
46,blue-collar,married,professional.course,no,yes,no,yes,nov,wed,238,1,999,0,nonexistent,no
37,admin.,married,university.degree,no,yes,no,yes,nov,wed,119,1,6,1,success,no
33,admin.,single,university.degree,no,no,no,yes,nov,thu,109,1,999,0,nonexistent,no
18,student,single,high.school,no,no,no,yes,nov,thu,75,1,999,0,nonexistent,no
33,self-employed,single,university.degree,no,no,no,yes,nov,thu,168,1,999,0,nonexistent,no
27,student,single,professional.course,no,no,no,yes,nov,thu,72,1,999,0,nonexistent,no
29,self-employed,married,university.degree,no,yes,no,yes,nov,thu,86,1,999,1,failure,no
50,admin.,single,basic.9y,no,,,yes,nov,thu,45,1,999,0,nonexistent,no
42,admin.,married,professional.course,no,yes,no,yes,nov,thu,90,1,999,0,nonexistent,yes
40,blue-collar,married,basic.9y,no,,,yes,nov,thu,160,1,999,0,nonexistent,yes
39,admin.,single,high.school,no,no,no,yes,nov,thu,51,1,999,0,nonexistent,no
37,admin.,divorced,university.degree,no,no,yes,no,nov,fri,132,1,999,0,nonexistent,yes
35,technician,single,professional.course,no,yes,no,yes,nov,fri,160,1,999,0,nonexistent,yes
35,management,married,university.degree,no,yes,no,yes,nov,fri,24,1,999,0,nonexistent,no
34,management,married,university.degree,no,no,no,yes,nov,fri,179,1,999,0,nonexistent,yes
57,management,married,university.degree,no,yes,no,yes,nov,mon,76,1,999,0,nonexistent,no
34,technician,single,,no,no,no,yes,nov,mon,101,1,999,0,nonexistent,no
42,technician,divorced,professional.course,no,no,no,no,nov,mon,200,1,999,1,failure,no
42,technician,married,professional.course,,no,no,no,nov,mon,212,1,999,0,nonexistent,no
56,services,married,high.school,no,no,no,yes,nov,mon,92,1,999,0,nonexistent,no
56,services,married,high.school,no,no,no,no,nov,mon,156,1,999,0,nonexistent,no
40,admin.,married,high.school,no,no,no,no,nov,mon,53,1,999,0,nonexistent,no
52,technician,divorced,university.degree,no,no,no,no,nov,mon,215,1,999,0,nonexistent,no
50,self-employed,married,university.degree,no,no,no,yes,nov,mon,238,1,999,0,nonexistent,no
42,management,married,university.degree,no,yes,yes,no,nov,mon,128,1,999,0,nonexistent,no
55,blue-collar,divorced,basic.4y,no,no,no,no,nov,mon,98,1,999,0,nonexistent,no
41,blue-collar,married,basic.9y,no,yes,no,no,nov,mon,238,1,999,0,nonexistent,no
48,self-employed,divorced,high.school,no,yes,no,no,nov,mon,82,1,999,0,nonexistent,no
34,admin.,single,high.school,no,no,no,no,nov,mon,303,1,999,1,failure,no
48,services,married,,no,no,no,no,nov,mon,51,1,999,0,nonexistent,no
57,blue-collar,divorced,basic.9y,no,yes,no,no,nov,mon,221,1,999,0,nonexistent,no
32,management,single,university.degree,no,yes,no,no,nov,mon,80,1,999,0,nonexistent,no
44,management,married,university.degree,no,yes,no,no,nov,mon,130,1,999,1,failure,no
51,technician,married,,no,no,no,no,nov,mon,324,1,999,1,failure,no
35,admin.,single,high.school,no,yes,no,no,nov,mon,139,1,999,0,nonexistent,no
44,management,married,high.school,no,yes,no,no,nov,mon,669,1,999,0,nonexistent,no
52,admin.,married,university.degree,no,yes,yes,no,nov,mon,161,1,999,1,failure,no
49,blue-collar,married,high.school,,yes,no,no,nov,mon,80,1,999,0,nonexistent,no
49,blue-collar,married,high.school,,yes,no,no,nov,mon,108,1,999,0,nonexistent,no
41,entrepreneur,married,university.degree,no,yes,no,no,nov,mon,163,1,999,1,failure,no
52,retired,married,university.degree,no,no,no,no,nov,mon,147,1,999,0,nonexistent,no
42,services,married,high.school,no,yes,no,no,nov,mon,252,1,999,0,nonexistent,no
35,management,married,university.degree,no,yes,no,no,nov,mon,113,1,999,0,nonexistent,no
54,management,married,university.degree,no,yes,no,no,nov,mon,375,1,999,0,nonexistent,no
35,management,married,university.degree,no,yes,no,no,nov,mon,121,1,999,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,yes,nov,mon,52,1,999,0,nonexistent,no
51,technician,divorced,high.school,no,yes,no,no,nov,mon,81,1,999,0,nonexistent,no
58,admin.,divorced,university.degree,no,yes,no,no,nov,mon,70,1,999,0,nonexistent,no
37,admin.,single,university.degree,no,yes,no,no,nov,mon,64,1,999,0,nonexistent,no
41,blue-collar,married,basic.9y,,yes,no,no,nov,mon,176,1,999,0,nonexistent,no
44,retired,single,basic.9y,no,no,no,no,nov,mon,115,1,999,1,failure,no
40,technician,married,professional.course,no,no,no,no,nov,mon,550,1,999,0,nonexistent,no
45,unemployed,married,basic.9y,no,yes,no,no,nov,mon,75,1,999,0,nonexistent,no
36,unemployed,divorced,high.school,no,no,yes,no,nov,mon,57,1,999,0,nonexistent,no
36,unemployed,divorced,high.school,no,yes,yes,no,nov,mon,68,1,999,1,failure,no
36,unemployed,divorced,high.school,no,no,no,no,nov,mon,59,1,999,0,nonexistent,no
36,unemployed,divorced,high.school,no,yes,no,no,nov,mon,55,1,999,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,no,nov,mon,61,1,999,0,nonexistent,no
38,technician,married,professional.course,no,no,no,no,nov,mon,113,1,999,0,nonexistent,no
50,entrepreneur,married,university.degree,no,no,no,no,nov,mon,134,1,999,1,failure,no
46,management,married,university.degree,no,yes,no,no,nov,mon,123,1,999,0,nonexistent,no
41,admin.,married,high.school,no,no,no,no,nov,mon,297,1,999,1,failure,no
41,admin.,married,high.school,no,yes,no,no,nov,mon,353,1,999,0,nonexistent,no
40,blue-collar,married,basic.9y,no,yes,no,no,nov,mon,146,1,999,0,nonexistent,no
57,admin.,married,university.degree,no,no,yes,no,nov,mon,59,1,999,0,nonexistent,no
46,management,divorced,university.degree,no,yes,no,no,nov,mon,210,1,999,0,nonexistent,no
50,blue-collar,married,basic.6y,,no,yes,no,nov,mon,120,1,999,1,failure,no
34,admin.,married,university.degree,no,yes,no,no,nov,mon,92,1,999,0,nonexistent,no
46,management,married,university.degree,no,no,no,no,nov,mon,595,1,999,0,nonexistent,no
35,unemployed,married,basic.4y,no,yes,no,no,nov,mon,57,1,999,0,nonexistent,no
43,services,married,high.school,no,no,no,no,nov,mon,118,1,999,0,nonexistent,no
54,technician,married,professional.course,no,no,no,no,nov,mon,78,1,999,0,nonexistent,no
52,admin.,married,basic.4y,no,yes,no,no,nov,mon,74,1,999,0,nonexistent,no
46,admin.,married,high.school,,yes,no,no,nov,mon,219,1,999,0,nonexistent,no
42,management,married,university.degree,no,no,no,no,nov,mon,93,1,999,0,nonexistent,no
37,admin.,single,high.school,,yes,no,no,nov,mon,387,1,999,0,nonexistent,no
42,management,married,university.degree,no,yes,no,no,nov,mon,178,1,999,0,nonexistent,no
37,admin.,single,high.school,,yes,no,no,nov,mon,433,1,999,0,nonexistent,no
51,blue-collar,married,high.school,no,yes,no,no,nov,mon,69,1,999,0,nonexistent,no
50,self-employed,married,university.degree,no,no,no,no,nov,mon,223,2,999,0,nonexistent,no
54,admin.,married,university.degree,no,no,no,no,nov,mon,178,1,999,0,nonexistent,no
43,services,married,basic.4y,no,no,no,no,nov,mon,75,1,999,1,failure,no
43,services,married,basic.4y,no,yes,no,no,nov,mon,92,1,999,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,no,nov,mon,396,1,999,1,failure,no
47,services,divorced,high.school,no,yes,no,no,nov,mon,334,1,999,0,nonexistent,no
38,blue-collar,married,,no,no,no,no,nov,mon,64,1,999,0,nonexistent,no
55,blue-collar,married,basic.9y,no,no,no,no,nov,mon,236,1,999,0,nonexistent,no
55,admin.,single,university.degree,,no,no,no,nov,mon,142,1,999,0,nonexistent,no
44,management,married,high.school,no,yes,no,no,nov,mon,231,2,999,0,nonexistent,no
39,admin.,married,university.degree,no,yes,no,no,nov,mon,44,1,999,1,failure,no
38,blue-collar,married,,no,yes,no,no,nov,mon,376,1,999,0,nonexistent,no
39,self-employed,married,university.degree,no,no,no,no,nov,mon,85,1,999,1,failure,no
40,management,married,basic.6y,no,no,no,no,nov,mon,56,1,999,0,nonexistent,no
55,admin.,single,university.degree,,yes,no,no,nov,mon,389,1,999,0,nonexistent,no
53,unemployed,married,university.degree,no,yes,no,no,nov,mon,64,1,999,0,nonexistent,no
42,management,married,university.degree,no,no,no,no,nov,mon,44,1,999,0,nonexistent,no
53,unemployed,married,university.degree,no,,,no,nov,mon,126,1,999,0,nonexistent,no
51,blue-collar,married,high.school,no,no,yes,no,nov,mon,65,1,999,0,nonexistent,no
49,admin.,married,basic.9y,no,no,no,no,nov,mon,265,1,999,0,nonexistent,no
41,management,married,university.degree,no,yes,no,no,nov,mon,49,1,999,0,nonexistent,no
48,blue-collar,divorced,professional.course,no,yes,no,no,nov,mon,219,1,999,1,failure,no
41,management,married,university.degree,no,yes,no,no,nov,mon,155,1,999,1,failure,no
55,management,married,university.degree,no,yes,yes,no,nov,mon,81,1,999,0,nonexistent,no
45,self-employed,divorced,university.degree,no,no,no,no,nov,mon,89,1,999,0,nonexistent,no
55,blue-collar,married,basic.9y,no,no,no,no,nov,mon,1077,1,999,0,nonexistent,yes
49,blue-collar,divorced,high.school,no,no,no,yes,nov,mon,192,1,999,0,nonexistent,no
55,blue-collar,married,basic.9y,no,no,no,no,nov,mon,1303,1,999,0,nonexistent,yes
48,blue-collar,divorced,professional.course,no,no,no,no,nov,mon,564,1,999,0,nonexistent,yes
52,management,divorced,university.degree,,no,no,no,nov,mon,79,2,999,0,nonexistent,no
55,admin.,divorced,university.degree,no,yes,no,no,nov,mon,288,2,999,0,nonexistent,no
38,technician,married,basic.9y,no,no,no,no,nov,mon,99,1,999,0,nonexistent,no
39,management,single,basic.9y,no,no,yes,yes,nov,mon,33,1,999,0,nonexistent,no
39,management,single,basic.9y,no,yes,no,no,nov,mon,125,1,999,0,nonexistent,no
33,blue-collar,single,basic.9y,no,yes,no,no,nov,mon,214,1,999,0,nonexistent,no
40,entrepreneur,divorced,university.degree,no,no,no,no,nov,mon,121,1,999,0,nonexistent,no
52,services,married,high.school,no,no,no,no,nov,mon,40,2,999,0,nonexistent,no
41,admin.,divorced,university.degree,no,no,no,no,nov,mon,57,1,999,0,nonexistent,no
48,admin.,single,university.degree,no,no,no,no,nov,mon,76,1,999,0,nonexistent,no
40,entrepreneur,divorced,university.degree,no,no,no,no,nov,mon,364,1,999,0,nonexistent,no
39,unemployed,married,basic.9y,no,yes,no,no,nov,mon,63,1,999,0,nonexistent,no
29,self-employed,single,university.degree,no,no,yes,yes,nov,mon,378,1,999,0,nonexistent,no
39,unemployed,married,basic.9y,no,yes,no,no,nov,mon,151,1,999,0,nonexistent,no
51,entrepreneur,married,university.degree,no,no,no,yes,nov,mon,81,1,999,0,nonexistent,no
51,entrepreneur,married,university.degree,no,yes,no,no,nov,mon,89,1,999,0,nonexistent,no
41,admin.,divorced,university.degree,no,yes,no,no,nov,mon,479,1,999,0,nonexistent,no
38,technician,single,professional.course,no,yes,no,no,nov,mon,68,1,999,0,nonexistent,no
41,technician,single,professional.course,no,,,no,nov,mon,108,1,999,0,nonexistent,no
30,services,married,university.degree,no,yes,no,no,nov,mon,135,1,999,0,nonexistent,no
32,,single,basic.9y,no,yes,no,yes,nov,mon,302,1,999,1,failure,no
31,services,divorced,high.school,no,yes,yes,no,nov,mon,90,1,999,0,nonexistent,no
35,admin.,divorced,high.school,no,yes,no,no,nov,mon,38,1,999,0,nonexistent,no
54,admin.,married,basic.9y,no,yes,no,no,nov,mon,77,1,999,0,nonexistent,no
35,self-employed,married,university.degree,no,no,no,yes,nov,mon,81,1,999,0,nonexistent,no
42,entrepreneur,married,basic.4y,no,yes,no,no,nov,mon,127,1,999,0,nonexistent,no
58,management,married,,no,no,no,no,nov,mon,114,1,999,0,nonexistent,no
55,blue-collar,married,basic.4y,,yes,no,no,nov,mon,70,1,999,0,nonexistent,no
43,management,married,university.degree,no,no,no,no,nov,mon,55,1,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,yes,no,nov,mon,79,1,999,0,nonexistent,no
54,admin.,married,basic.9y,no,no,no,no,nov,mon,238,1,999,0,nonexistent,no
43,management,married,university.degree,no,no,no,no,nov,mon,179,1,999,0,nonexistent,no
55,retired,married,professional.course,no,yes,yes,no,nov,mon,120,1,999,0,nonexistent,no
36,management,married,university.degree,no,no,no,no,nov,mon,84,1,999,0,nonexistent,no
48,admin.,divorced,high.school,no,yes,no,no,nov,mon,309,1,999,0,nonexistent,no
39,housemaid,married,basic.9y,no,yes,no,no,nov,mon,130,1,999,1,failure,no
36,technician,married,high.school,no,yes,no,no,nov,mon,38,1,999,1,failure,no
40,blue-collar,married,basic.9y,no,yes,no,no,nov,mon,70,1,999,0,nonexistent,no
47,retired,married,basic.4y,no,,,yes,nov,mon,70,1,999,0,nonexistent,no
34,admin.,single,university.degree,no,no,no,no,nov,mon,110,2,999,0,nonexistent,no
36,technician,married,high.school,no,yes,no,yes,nov,mon,206,1,999,0,nonexistent,no
36,entrepreneur,divorced,university.degree,no,yes,no,no,nov,mon,160,1,999,1,failure,no
42,housemaid,married,university.degree,no,no,no,no,nov,mon,176,1,999,0,nonexistent,no
42,housemaid,married,university.degree,no,yes,no,yes,nov,mon,85,1,999,0,nonexistent,no
39,unemployed,married,professional.course,no,yes,no,no,nov,mon,483,1,999,1,failure,no
36,entrepreneur,divorced,university.degree,no,yes,no,no,nov,mon,292,1,999,0,nonexistent,no
31,services,single,high.school,,no,no,no,nov,mon,68,2,999,1,failure,no
50,blue-collar,married,basic.6y,,yes,no,yes,nov,mon,105,3,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,yes,no,no,nov,mon,107,1,999,0,nonexistent,no
48,management,married,university.degree,no,yes,no,no,nov,mon,112,1,4,1,success,no
35,admin.,married,university.degree,,no,no,no,nov,mon,70,1,999,1,failure,no
45,admin.,married,high.school,no,yes,no,no,nov,mon,58,1,999,1,failure,no
39,admin.,married,university.degree,no,yes,no,no,nov,mon,97,2,999,0,nonexistent,no
54,retired,married,professional.course,no,yes,no,no,nov,mon,55,1,999,0,nonexistent,no
45,admin.,married,high.school,no,no,no,no,nov,mon,150,1,999,0,nonexistent,no
45,admin.,married,high.school,no,yes,no,no,nov,mon,149,1,999,0,nonexistent,no
37,entrepreneur,married,university.degree,no,yes,no,no,nov,mon,96,1,999,0,nonexistent,no
39,housemaid,married,basic.9y,no,yes,yes,no,nov,mon,112,1,999,0,nonexistent,no
57,retired,married,basic.4y,,no,no,yes,nov,mon,40,1,999,0,nonexistent,no
50,admin.,married,university.degree,no,no,no,no,nov,mon,58,1,999,0,nonexistent,no
49,technician,married,professional.course,no,yes,no,no,nov,mon,259,1,999,0,nonexistent,no
46,blue-collar,married,basic.9y,no,yes,no,no,nov,mon,119,1,999,1,failure,no
40,admin.,married,university.degree,,no,no,yes,nov,mon,16,1,999,0,nonexistent,no
45,admin.,married,high.school,no,yes,no,no,nov,mon,527,1,999,0,nonexistent,no
42,technician,married,professional.course,,yes,no,no,nov,mon,94,1,4,1,success,no
30,services,single,high.school,no,no,no,no,nov,mon,88,1,999,0,nonexistent,no
42,technician,married,professional.course,no,yes,no,no,nov,mon,140,1,999,0,nonexistent,no
42,technician,married,professional.course,no,yes,no,no,nov,mon,149,1,999,0,nonexistent,no
42,technician,married,professional.course,no,yes,no,yes,nov,mon,76,1,999,0,nonexistent,no
44,admin.,single,university.degree,no,yes,no,yes,nov,mon,124,1,999,0,nonexistent,no
46,unemployed,married,university.degree,no,no,no,no,nov,mon,90,2,999,1,failure,no
51,management,married,basic.4y,no,no,no,no,nov,mon,96,2,999,0,nonexistent,no
42,blue-collar,married,basic.4y,,yes,no,no,nov,mon,109,2,999,0,nonexistent,no
45,admin.,married,basic.9y,no,yes,no,no,nov,mon,591,1,999,0,nonexistent,no
38,admin.,married,basic.9y,,yes,no,no,nov,mon,508,1,999,1,failure,no
38,management,married,university.degree,no,yes,no,yes,nov,mon,99,1,999,0,nonexistent,no
49,entrepreneur,married,university.degree,no,yes,no,yes,nov,mon,118,1,999,0,nonexistent,no
40,blue-collar,married,professional.course,no,no,yes,no,nov,mon,80,1,999,1,failure,no
49,entrepreneur,married,university.degree,no,yes,no,no,nov,mon,165,1,999,0,nonexistent,no
50,technician,married,high.school,no,no,no,no,nov,mon,93,1,999,1,failure,no
41,technician,single,professional.course,no,no,no,no,nov,mon,64,1,999,0,nonexistent,no
53,blue-collar,married,basic.4y,no,no,no,no,nov,mon,545,1,999,0,nonexistent,no
48,admin.,single,university.degree,no,yes,no,no,nov,mon,434,2,999,0,nonexistent,yes
51,blue-collar,married,basic.4y,no,yes,no,no,nov,mon,346,1,999,0,nonexistent,no
42,entrepreneur,married,high.school,no,yes,no,yes,nov,mon,164,2,999,1,failure,no
39,admin.,married,university.degree,no,yes,no,no,nov,mon,407,1,999,0,nonexistent,no
46,technician,married,professional.course,no,yes,no,no,nov,mon,61,1,999,1,failure,no
48,admin.,divorced,high.school,no,yes,no,no,nov,mon,191,2,999,0,nonexistent,no
46,technician,married,professional.course,no,yes,no,no,nov,mon,110,1,999,1,failure,no
54,services,married,high.school,no,yes,no,yes,nov,mon,56,1,999,0,nonexistent,no
31,self-employed,single,university.degree,no,yes,no,no,nov,mon,412,1,999,0,nonexistent,no
54,services,married,high.school,no,no,no,no,nov,mon,193,1,999,0,nonexistent,no
44,unemployed,married,basic.9y,no,yes,no,yes,nov,mon,180,1,999,0,nonexistent,no
51,management,married,university.degree,no,yes,no,no,nov,mon,1070,1,999,0,nonexistent,no
45,management,married,university.degree,no,yes,no,no,nov,mon,349,1,999,0,nonexistent,no
31,services,divorced,high.school,no,yes,no,no,nov,mon,266,2,999,0,nonexistent,no
55,management,married,basic.4y,no,no,no,no,nov,mon,330,2,999,0,nonexistent,no
54,management,married,university.degree,no,no,no,no,nov,mon,59,1,999,0,nonexistent,no
46,blue-collar,married,basic.9y,no,yes,no,no,nov,mon,132,1,999,0,nonexistent,no
53,self-employed,divorced,university.degree,no,yes,no,no,nov,mon,125,1,999,0,nonexistent,no
38,technician,married,basic.9y,no,yes,no,yes,nov,mon,435,2,999,0,nonexistent,no
42,technician,married,professional.course,,yes,no,yes,nov,mon,1606,1,999,0,nonexistent,no
54,management,married,university.degree,no,yes,no,no,nov,mon,216,1,999,0,nonexistent,no
41,unemployed,married,basic.4y,no,yes,no,no,nov,mon,59,1,999,0,nonexistent,no
35,management,single,university.degree,no,no,yes,no,nov,mon,214,1,999,0,nonexistent,no
46,technician,married,professional.course,no,yes,no,no,nov,mon,78,1,999,0,nonexistent,no
45,technician,married,university.degree,no,yes,no,yes,nov,mon,275,1,999,0,nonexistent,no
36,blue-collar,married,basic.4y,no,yes,no,no,nov,mon,279,1,999,0,nonexistent,no
46,technician,married,professional.course,no,no,yes,no,nov,mon,173,1,999,0,nonexistent,no
51,admin.,married,high.school,no,yes,no,no,nov,mon,89,1,999,0,nonexistent,no
40,blue-collar,married,basic.9y,no,no,no,no,nov,mon,215,1,999,1,failure,no
47,management,married,basic.9y,no,no,no,yes,nov,mon,53,1,999,0,nonexistent,no
40,admin.,married,university.degree,,no,no,no,nov,mon,890,1,999,0,nonexistent,yes
52,management,divorced,university.degree,no,yes,no,no,nov,mon,161,1,999,1,failure,no
47,management,married,basic.9y,no,no,no,no,nov,mon,97,1,999,0,nonexistent,no
45,services,divorced,high.school,no,yes,no,no,nov,mon,581,1,999,0,nonexistent,no
46,management,married,basic.6y,no,no,no,no,nov,mon,116,1,999,0,nonexistent,no
34,unemployed,married,university.degree,no,yes,no,yes,nov,mon,155,1,999,0,nonexistent,no
37,technician,single,professional.course,no,yes,no,no,nov,mon,70,1,999,0,nonexistent,no
36,entrepreneur,married,high.school,no,no,yes,no,nov,mon,41,1,999,0,nonexistent,no
36,entrepreneur,married,high.school,no,yes,no,yes,nov,mon,104,1,999,0,nonexistent,no
49,technician,married,professional.course,,yes,no,yes,nov,mon,27,1,999,0,nonexistent,no
52,management,divorced,university.degree,no,no,no,no,nov,mon,578,1,999,0,nonexistent,no
52,management,divorced,university.degree,no,yes,no,no,nov,mon,534,1,999,0,nonexistent,no
56,management,married,university.degree,no,no,no,no,nov,mon,52,1,999,0,nonexistent,no
53,self-employed,married,basic.9y,no,yes,no,no,nov,mon,62,1,999,0,nonexistent,no
53,self-employed,married,basic.9y,no,yes,no,no,nov,mon,169,1,999,1,failure,no
40,management,married,university.degree,no,yes,yes,no,nov,mon,52,1,999,0,nonexistent,no
39,admin.,married,,no,no,no,no,nov,mon,66,1,999,0,nonexistent,no
54,entrepreneur,married,basic.4y,,yes,no,no,nov,mon,310,1,999,0,nonexistent,no
43,management,married,university.degree,no,no,no,no,nov,mon,150,2,999,0,nonexistent,no
58,retired,married,high.school,no,no,no,no,nov,mon,34,1,999,0,nonexistent,no
58,retired,married,high.school,no,yes,no,no,nov,mon,49,1,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,no,yes,no,nov,mon,213,1,999,0,nonexistent,no
30,services,single,high.school,no,no,no,no,nov,mon,104,2,999,0,nonexistent,no
37,admin.,married,university.degree,no,yes,no,no,nov,mon,386,2,999,0,nonexistent,no
58,entrepreneur,married,basic.4y,no,yes,no,yes,nov,mon,73,1,999,0,nonexistent,no
47,admin.,married,university.degree,no,yes,no,no,nov,mon,58,1,999,0,nonexistent,no
47,admin.,married,university.degree,no,yes,no,no,nov,mon,138,1,999,1,failure,no
38,blue-collar,married,basic.4y,no,yes,no,no,nov,mon,64,1,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,no,no,no,nov,mon,112,1,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,yes,no,no,nov,mon,80,1,999,0,nonexistent,no
35,entrepreneur,single,basic.9y,no,yes,no,no,nov,mon,42,2,999,0,nonexistent,no
56,management,married,professional.course,no,no,no,no,nov,mon,74,2,999,1,failure,no
37,admin.,married,high.school,no,no,no,no,nov,mon,148,2,999,0,nonexistent,no
44,services,divorced,high.school,no,yes,yes,no,nov,mon,164,1,999,0,nonexistent,no
52,entrepreneur,married,basic.9y,no,yes,no,no,nov,mon,67,1,999,0,nonexistent,no
52,entrepreneur,married,basic.9y,no,,,yes,nov,mon,147,1,999,1,failure,no
43,technician,married,professional.course,no,yes,no,no,nov,mon,190,1,999,1,failure,no
43,technician,married,professional.course,no,yes,no,no,nov,mon,294,1,999,0,nonexistent,no
45,services,divorced,high.school,no,yes,no,no,nov,mon,86,1,999,0,nonexistent,no
45,services,divorced,high.school,no,yes,yes,no,nov,mon,96,1,999,0,nonexistent,no
51,management,married,,no,no,no,yes,nov,mon,113,1,999,0,nonexistent,no
37,services,married,basic.6y,,yes,no,no,nov,mon,372,1,999,0,nonexistent,no
35,admin.,divorced,high.school,no,no,no,no,nov,mon,49,3,999,0,nonexistent,no
55,blue-collar,married,basic.4y,,no,yes,no,nov,mon,68,2,999,0,nonexistent,no
54,admin.,married,basic.9y,no,no,no,no,nov,mon,94,2,999,0,nonexistent,no
42,technician,married,high.school,no,no,no,no,nov,mon,103,2,999,1,failure,no
39,admin.,married,,no,yes,yes,no,nov,mon,60,2,999,1,failure,no
31,blue-collar,married,basic.9y,no,yes,yes,no,nov,mon,257,2,999,0,nonexistent,no
52,management,divorced,university.degree,no,yes,no,no,nov,mon,89,2,999,1,failure,no
39,blue-collar,divorced,high.school,no,no,yes,no,nov,mon,190,2,999,0,nonexistent,no
36,entrepreneur,married,high.school,no,no,no,no,nov,mon,77,2,999,0,nonexistent,no
58,entrepreneur,married,basic.4y,no,no,no,no,nov,mon,104,2,999,0,nonexistent,no
42,admin.,married,high.school,no,no,no,no,nov,mon,651,2,999,1,failure,yes
52,management,married,university.degree,no,yes,no,no,nov,mon,68,1,999,0,nonexistent,no
40,admin.,married,university.degree,,yes,yes,no,nov,mon,205,2,999,0,nonexistent,no
43,blue-collar,single,basic.4y,no,yes,no,no,nov,mon,42,2,999,1,failure,no
