City EN,City FA,Province,Countise,District,Latitude,Longitude,Area,Elevation,2016 Census,2011 Census,Wikipedia EN,Wikipedia FA,GeoHack
Khumeh Zar,خومه‌زار,فارس,ممسنی,مرکزی,30.0097607,51.5769641,920.0,,6220.0,6095.0,https://en.wikipedia.org/wiki/Khumeh_Zar,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D9%85%D9%87%E2%80%8C%D8%B2%D8%A7%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D9%85%D9%87%E2%80%8C%D8%B2%D8%A7%D8%B1&params=30.0097607_N_51.5769641_E_
Khur,خور,فارس,لارستان,مرکزی,27.6333,54.3333,798.0,68.0,7338.0,6821.0,"https://en.wikipedia.org/wiki/Khur,_Fars",https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1_(%D9%81%D8%A7%D8%B1%D8%B3),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D8%B1_(%D9%81%D8%A7%D8%B1%D8%B3)&params=27.6333_N_54.3333_E_source:kolossus-itwiki
Khur,خور,اصفهان,خور و بیابانک,مرکزی,33.77,55.09214,796.0,,6765.0,6721.0,"https://en.wikipedia.org/wiki/Khur,_Isfahan",https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1_(%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D8%B1_(%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86)&params=33.77_N_55.09214_E_
Khursand,خورسند,کرمان,شهر بابک,مرکزی,30.15878,55.08826,1868.0,,8252.0,6672.0,https://en.wikipedia.org/wiki/Khursand,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%B3%D9%86%D8%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D8%B1%D8%B3%D9%86%D8%AF&params=30.15878_N_55.08826_E_
Khusf,خوسف,خراسان جنوبی,خوسف,مرکزی,32.771669,58.857311,1300.0,,5716.0,4920.0,https://en.wikipedia.org/wiki/Khusf,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B3%D9%81,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D8%B3%D9%81&params=32.771669_N_58.857311_E_
Khush Rudpey,خوش‌رودپی,مازندران,بابل,بندپی غربی,36.6,51.6167,9.0,,5742.0,3317.0,https://en.wikipedia.org/wiki/Khush_Rudpey,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B4%E2%80%8C%D8%B1%D9%88%D8%AF%D9%BE%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D8%B4%E2%80%8C%D8%B1%D9%88%D8%AF%D9%BE%DB%8C&params=36.6000_N_51.6167_E_
Khuzi,خوزی,فارس,مهر,,27.44730419,52.97151836,435.0,,3245.0,3245.0,https://en.wikipedia.org/wiki/Khuzi,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B2%DB%8C_(%D9%85%D9%87%D8%B1),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D8%B2%DB%8C_(%D9%85%D9%87%D8%B1)&params=27.44730419_N_52.97151836_E_
Khvaju Shahr,خواجو شهر,کرمان,سیرجان,گلستان,29.271949,55.831275,1723.0,,2478.0,2478.0,,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%A7%D8%AC%D9%88_%D8%B4%D9%87%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D8%A7%D8%AC%D9%88_%D8%B4%D9%87%D8%B1&params=29.271949_N_55.831275_E_
Khvorzuq,خورزوق,اصفهان,برخوار,مرکزی,32.7775,51.6458,1572.0,,29154.0,22321.0,https://en.wikipedia.org/wiki/Khvorzuq,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%B2%D9%88%D9%82,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%AE%D9%88%D8%B1%D8%B2%D9%88%D9%82&params=32.7775_N_51.6458_E_
Kiakola,کیاکلا,مازندران,سیمرغ,کیاکلا,36.4656,52.8589,5.0,,8040.0,7691.0,https://en.wikipedia.org/wiki/Kiakola,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%DA%A9%D9%84%D8%A7_(%D8%B3%DB%8C%D9%85%D8%B1%D8%BA),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%DB%8C%D8%A7%DA%A9%D9%84%D8%A7_(%D8%B3%DB%8C%D9%85%D8%B1%D8%BA)&params=36.4656_N_52.8589_E_
Kian,شهرکیان,چهارمحال و بختیاری,شهرکرد,مرکزی,32.284719,50.894594,2057.0,,12948.0,12020.0,https://en.wikipedia.org/wiki/Kian,https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DA%A9%DB%8C%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%B4%D9%87%D8%B1%DA%A9%DB%8C%D8%A7%D9%86&params=32.284719_N_50.894594_E_
Kian Shahr,کیان‌شهر,کرمان,کوهبنان,طغرالجرد,31.2333,56.399997,,,4543.0,5555.0,https://en.wikipedia.org/wiki/Kian_Shahr,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%D9%86%E2%80%8C%D8%B4%D9%87%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%DB%8C%D8%A7%D9%86%E2%80%8C%D8%B4%D9%87%D8%B1&params=31.2333_N_56.399997_E_
Kiasar,کیاسر,مازندران,ساری,چهاردانگه,36.2356,53.5431,1378.0,,3384.0,2837.0,https://en.wikipedia.org/wiki/Kiasar,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%D8%B3%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%DB%8C%D8%A7%D8%B3%D8%B1&params=36.2356_N_53.5431_E_
Kiashahr,کیاشهر,گیلان,آستانه اشرفیه,کیاشهر,37.418752,49.949014,,,14022.0,13753.0,https://en.wikipedia.org/wiki/Kiashahr,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%D8%B4%D9%87%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%DB%8C%D8%A7%D8%B4%D9%87%D8%B1&params=37.41875200_N_49.94901400_E_
Kilan,کیلان,تهران,دماوند,مرکزی,35.5536,52.1633,1671.0,,2882.0,2981.0,https://en.wikipedia.org/wiki/Kilan,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%84%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%DB%8C%D9%84%D8%A7%D9%86&params=35.5536_N_52.1633_E_
Kish,کیش,هرمزگان,بندر لنگه,کیش,26.557778,54.019444,,,39853.0,24819.0,"https://en.wikipedia.org/wiki/Kish,_Iran",https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%B4_(%D8%B4%D9%87%D8%B1),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%DB%8C%D8%B4_(%D8%B4%D9%87%D8%B1)&params=26.557778_N_54.019444_E_
Kivi,گیوی,اردبیل,کوثر,,37.37,48.31,1700.0,,7101.0,7158.0,"https://en.wikipedia.org/wiki/Kivi,_Iran",https://fa.wikipedia.org/wiki/%DA%AF%DB%8C%D9%88%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%DB%8C%D9%88%DB%8C&params=37.37_N_48.31_E_
Kohanabad,کهن‌آباد,سمنان,آرادان,آرادان,,,,,1192.0,1192.0,https://en.wikipedia.org/wiki/Kohanabad,https://fa.wikipedia.org/wiki/%DA%A9%D9%87%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF,
Kojur,کجور,,,کجور,,,,,3120.0,3120.0,https://en.wikipedia.org/wiki/Kojur,https://fa.wikipedia.org/wiki/%DA%A9%D8%AC%D9%88%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D8%AC%D9%88%D8%B1&params=36_23_04_N_51_43_40_E_region:IR
Kolowr,کلور,اردبیل,خلخال,شاهرود,37.3883,48.7186,1550.0,,2347.0,2105.0,https://en.wikipedia.org/wiki/Kolowr,https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D9%88%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%84%D9%88%D8%B1&params=37.3883_N_48.7186_E_
Kolvanaq,کلوانق,آذربایجان شرقی,هریس,مرکزی,38.103381,46.993719,,,7465.0,6792.0,https://en.wikipedia.org/wiki/Kolvanaq,https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D9%88%D8%A7%D9%86%D9%82,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%84%D9%88%D8%A7%D9%86%D9%82&params=38.103381_N_46.993719_E_
Komeh,کمه,اصفهان,سمیرم,پادنا,31.0736,51.5961,20371.0,,2184.0,2146.0,https://en.wikipedia.org/wiki/Komeh,https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%85%D9%87&params=31.0736_N_51.5961_E_
Komeshcheh,کمشچه,اصفهان,برخوار,حبیب‌آباد,32.90546443,51.80942586,2029.0,,5100.0,4871.0,https://en.wikipedia.org/wiki/Komeshcheh,https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D8%B4%DA%86%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%85%D8%B4%DA%86%D9%87&params=32.90546443_N_51.80942586_E_
Komijan,کمیجان,مرکزی,کمیجان,مرکزی,34.7203,49.3278,17783.0,111157.0,8776.0,9195.0,https://en.wikipedia.org/wiki/Komijan,https://fa.wikipedia.org/wiki/%DA%A9%D9%85%DB%8C%D8%AC%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%85%DB%8C%D8%AC%D8%A7%D9%86&params=34.7203_N_49.3278_E_
Konarak,کنارک,سیستان و بلوچستان,کنارک,مرکزی,25.3556,60.3997,5.0,,43258.0,35630.0,"https://en.wikipedia.org/wiki/Konarak,_Iran",https://fa.wikipedia.org/wiki/%DA%A9%D9%86%D8%A7%D8%B1%DA%A9,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%86%D8%A7%D8%B1%DA%A9&params=25.3556_N_60.3997_E_
Konartakhteh,کنارتخته,فارس,کازرون,کنارتخته,29.5356,51.3959,520.0,25.0,6081.0,5478.0,https://en.wikipedia.org/wiki/Konartakhteh,https://fa.wikipedia.org/wiki/%DA%A9%D9%86%D8%A7%D8%B1%D8%AA%D8%AE%D8%AA%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%86%D8%A7%D8%B1%D8%AA%D8%AE%D8%AA%D9%87&params=29.5356_N_51.3959_E_
Kondor,کندر,خراسان رضوی,خلیل‌آباد,ششطراز,35.213056,58.151389,,,6460.0,6002.0,"https://en.wikipedia.org/wiki/Kondor,_Razavi_Khorasan",https://fa.wikipedia.org/wiki/%DA%A9%D9%86%D8%AF%D8%B1_(%D8%AE%D9%84%DB%8C%D9%84%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%86%D8%AF%D8%B1_(%D8%AE%D9%84%DB%8C%D9%84%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF)&params=35.213056_N_58.151389_E_
Kong,بندر کنگ,هرمزگان,بندر لنگه,مرکزی,26.59596925,54.93727786,,,19213.0,16496.0,"https://en.wikipedia.org/wiki/Kong,_Iran",https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%AF%D8%B1_%DA%A9%D9%86%DA%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%A8%D9%86%D8%AF%D8%B1_%DA%A9%D9%86%DA%AF&params=26.59596925_N_54.93727786_E_
Kordkuy,کردکوی,گلستان,کردکوی,مرکزی,36.7917,54.1133,50.0,,39881.0,38246.0,https://en.wikipedia.org/wiki/Kordkuy,https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D8%AF%DA%A9%D9%88%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D8%B1%D8%AF%DA%A9%D9%88%DB%8C&params=36.7917_N_54.1133_E_
Korehi,کره‌ای,فارس,سرچهان,مرکزی,30.032789,53.717569,2100.0,,3954.0,3912.0,https://en.wikipedia.org/wiki/Korehi,https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D9%87%E2%80%8C%D8%A7%DB%8C_(%D8%B3%D8%B1%DA%86%D9%87%D8%A7%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D8%B1%D9%87%E2%80%8C%D8%A7%DB%8C_(%D8%B3%D8%B1%DA%86%D9%87%D8%A7%D9%86)&params=30.032789_N_53.717569_E_
Koshksaray,کشکسرای,آذربایجان شرقی,مرند,کشکسرای,38.4636,45.5667,1137.0,,8060.0,7723.0,https://en.wikipedia.org/wiki/Koshksaray,https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%DA%A9%D8%B3%D8%B1%D8%A7%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D8%B4%DA%A9%D8%B3%D8%B1%D8%A7%DB%8C&params=38.4636_N_45.5667_E_
Koshkuiyeh,کشکوئیه,کرمان,رفسنجان,,30.53002,55.64976,1449.0,,7644.0,6610.0,https://en.wikipedia.org/wiki/Koshkuiyeh,https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%DA%A9%D9%88%D8%A6%DB%8C%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D8%B4%DA%A9%D9%88%D8%A6%DB%8C%D9%87&params=30.53002_N_55.64976_E_
Kuchesfahan,کوچصفهان,گیلان,رشت,کوچصفهان,37.2811,49.7722,,203.0,10026.0,9450.0,https://en.wikipedia.org/wiki/Kuchesfahan,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%DA%86%D8%B5%D9%81%D9%87%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%DA%86%D8%B5%D9%81%D9%87%D8%A7%D9%86&params=37.2811_N_49.7722_E_
Kuhbanan,کوهبنان,کرمان,کوهبنان,,31.4236,56.2875,2090.0,14.0,10761.0,11093.0,https://en.wikipedia.org/wiki/Kuhbanan,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%87%D8%A8%D9%86%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%87%D8%A8%D9%86%D8%A7%D9%86&params=31.4236_N_56.2875_E_
Kuhdasht,کوهدشت,لرستان,کوهدشت,,33.534847,47.606335,1195.0,,89091.0,92927.0,https://en.wikipedia.org/wiki/Kuhdasht,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%87%D8%AF%D8%B4%D8%AA,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%87%D8%AF%D8%B4%D8%AA&params=33.534847_N_47.606335_E_
Kuhenjan,کوهنجان,فارس,سروستان,کوهنجان,29.230833,52.955278,1500.0,,3281.0,3739.0,"https://en.wikipedia.org/wiki/Kuhenjan,_Sarvestan",https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%87%D9%86%D8%AC%D8%A7%D9%86_(%D8%B3%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%87%D9%86%D8%AC%D8%A7%D9%86&params=29.230833_N_52.955278_E_
Kuhestak,بندر کوهستک,هرمزگان,سیریک,بمانی,26.802222,57.026667,10.0,,3060.0,3060.0,https://en.wikipedia.org/wiki/Kuhestak,https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%AF%D8%B1_%DA%A9%D9%88%D9%87%D8%B3%D8%AA%DA%A9,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%A8%D9%86%D8%AF%D8%B1_%DA%A9%D9%88%D9%87%D8%B3%D8%AA%DA%A9&params=26.802222_N_57.026667_E_
Kuhi Kheyl,کوهی‌خیل,مازندران,جویبار,گیل‌خوران,36.6381,52.9119,,,2242.0,2061.0,https://en.wikipedia.org/wiki/Kuhi_Kheyl,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%87%DB%8C%E2%80%8C%D8%AE%DB%8C%D9%84,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%87%DB%8C%E2%80%8C%D8%AE%DB%8C%D9%84&params=36.6381_N_52.9119_E_
Kuhin,کوهین,قزوین,قزوین,کوهین,36.3647,49.67,1527.0,,1411.0,1622.0,https://en.wikipedia.org/wiki/Kuhin,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%87%DB%8C%D9%86_(%D9%82%D8%B2%D9%88%DB%8C%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%87%DB%8C%D9%86_(%D9%82%D8%B2%D9%88%DB%8C%D9%86)&params=36.3647_N_49.6700_E_
Kuhpayeh,کوهپایه,اصفهان,کوهپایه,تودشک,32.714647,52.440662,1784.0,,5518.0,4587.0,https://en.wikipedia.org/wiki/Kuhpayeh,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%87%D9%BE%D8%A7%DB%8C%D9%87_(%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%87%D9%BE%D8%A7%DB%8C%D9%87_(%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86)&params=32.71464700_N_52.44066200_E_
Kuhsar,کوهسار,البرز,ساوجبلاغ,چندار,35.9503,50.7875,1374.0,,10940.0,8303.0,https://en.wikipedia.org/wiki/Kuhsar,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%87%D8%B3%D8%A7%D8%B1_(%D8%A7%D9%84%D8%A8%D8%B1%D8%B2),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%87%D8%B3%D8%A7%D8%B1_(%D8%A7%D9%84%D8%A8%D8%B1%D8%B2)&params=35.9503_N_50.7875_E_
Kukherd,کوخردهرنگ,هرمزگان,بستک,کوخرد هرنگ,27.0972907,54.4669037,278.0,,,,https://en.wikipedia.org/wiki/Kukherd,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%AE%D8%B1%D8%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D8%AE%D8%B1%D8%AF%D9%87%D8%B1%D9%86%DA%AF&params=27.0972907_N_54.4669037_E_
Kumeleh,کومله,گیلان,لنگرود,کومله,37.15212833,50.17572233,,,6457.0,6078.0,https://en.wikipedia.org/wiki/Kumeleh,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%85%D9%84%D9%87_(%D9%84%D9%86%DA%AF%D8%B1%D9%88%D8%AF),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%85%D9%84%D9%87_(%D9%84%D9%86%DA%AF%D8%B1%D9%88%D8%AF)&params=37.15212833_N_50.17572233_E_
Kunani,کوهنانی,لرستان,کوهدشت,کوهنانی,33.55,47.9,1004.0,,7768.0,8242.0,https://en.wikipedia.org/wiki/Kunani,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%87%D9%86%D8%A7%D9%86%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%87%D9%86%D8%A7%D9%86%DB%8C&params=33.55_N_47.90_E_
Kupon,کوپن,فارس,رستم,سورنا,30.333441,51.287822,780.0,,3237.0,3237.0,,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%BE%D9%86_(%D8%B1%D8%B3%D8%AA%D9%85),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D9%BE%D9%86_(%D8%B1%D8%B3%D8%AA%D9%85)&params=30.333441_N_51.287822_E_
Kuraim,کوراییم,اردبیل,نیر,کوراییم,37.955,48.235556,,,831.0,854.0,https://en.wikipedia.org/wiki/Kuraim,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D8%A7%DB%8C%DB%8C%D9%85,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D8%B1%D8%A7%DB%8C%DB%8C%D9%85&params=37.955_N_48.235556_E_
Kushk,کوشک,اصفهان,خمینی شهر,مرکزی,32.63692814,51.50247512,1609.0,,13248.0,12029.0,"https://en.wikipedia.org/wiki/Kushk,_Iran",https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B4%DA%A9_(%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D8%B4%DA%A9_(%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86)&params=32.63692814_N_51.50247512_E_
Kushk-e Nar,کوشکنار,هرمزگان,پارسیان,کوشکنار,27.25196933,52.86670233,,,3260.0,2902.0,https://en.wikipedia.org/wiki/Kushk-e_Nar,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B4%DA%A9%D9%86%D8%A7%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D8%B4%DA%A9%D9%86%D8%A7%D8%B1&params=27.25196933_N_52.86670233_E_
Kut-e Abdollah,کوت عبدالله,خوزستان,کارون,مرکزی,,,,,56252.0,56252.0,"https://en.wikipedia.org/wiki/Kut-e_Abdollah,_Khuzestan",https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%AA_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_(%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86),
Kut-e Seyyed Naim,کوت سیدنعیم,خوزستان,دشت آزادگان,مرکزی,31.45794567,48.38188767,23.0,120.0,4541.0,4541.0,https://en.wikipedia.org/wiki/Kut-e_Seyyed_Naim,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%AA_%D8%B3%DB%8C%D8%AF%D9%86%D8%B9%DB%8C%D9%85,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D8%AA_%D8%B3%DB%8C%D8%AF%D9%86%D8%B9%DB%8C%D9%85&params=31.45794567_N_48.38188767_E_
Kuzaran,کوزران,کرمانشاه,کرمانشاه,کوزران,34.4981,46.5764,1368.0,,4007.0,3934.0,https://en.wikipedia.org/wiki/Kuzaran,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B2%D8%B1%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D8%B2%D8%B1%D8%A7%D9%86&params=34.4981_N_46.5764_E_
Kuzeh Kanan,کوزه‌کنان,آذربایجان شرقی,شبستر,مرکزی,38.187602,45.574364,1421.0,,4730.0,3274.0,https://en.wikipedia.org/wiki/Kuzeh_Kanan,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B2%D9%87%E2%80%8C%DA%A9%D9%86%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%A9%D9%88%D8%B2%D9%87%E2%80%8C%DA%A9%D9%86%D8%A7%D9%86&params=38.18760200_N_45.57436400_E_
Lahijan,لاهیجان,گیلان,لاهیجان,مرکزی شهرستان لاهیجان,,,,,101073.0,94051.0,https://en.wikipedia.org/wiki/Lahijan,https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D9%87%DB%8C%D8%AC%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D8%A7%D9%87%DB%8C%D8%AC%D8%A7%D9%86&params=37_12_26_N_50_00_14_E_type:city_region:IR
Lahrud,لاهرود,اردبیل,مشگین شهر,,38.50524333,47.83187133,12202.0,,2149.0,2583.0,https://en.wikipedia.org/wiki/Lahrud,https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D9%87%D8%B1%D9%88%D8%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D8%A7%D9%87%D8%B1%D9%88%D8%AF&params=38.50524333_N_47.83187133_E_
Lalehzar,لاله‌زار,کرمان,بردسیر,لاله زار,29.513894,56.82268,27752980.0,,4429.0,2945.0,"https://en.wikipedia.org/wiki/Lalehzar,_Kerman",https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D9%84%D9%87%E2%80%8C%D8%B2%D8%A7%D8%B1_(%D8%A8%D8%B1%D8%AF%D8%B3%DB%8C%D8%B1),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D8%A7%D9%84%D9%87%E2%80%8C%D8%B2%D8%A7%D8%B1_(%D8%A8%D8%B1%D8%AF%D8%B3%DB%8C%D8%B1)&params=29.5138940_N_56.8226800_E_
Lalejin,لالجین,همدان,بهار,لالجین,34.9731,48.4781,1731.0,,14916.0,15291.0,https://en.wikipedia.org/wiki/Lalejin,https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D9%84%D8%AC%DB%8C%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D8%A7%D9%84%D8%AC%DB%8C%D9%86&params=34.9731_N_48.4781_E_
Lali,لالی,خوزستان,لالی,مرکزی,32.3278,49.0936,,,18473.0,17745.0,"https://en.wikipedia.org/wiki/Lali,_Iran",https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D9%84%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D8%A7%D9%84%DB%8C&params=32.3278_N_49.0936_E_
Lamazan,لمزان,هرمزگان,بندر لنگه,مهران,27.045,54.89,,,2745.0,2745.0,https://en.wikipedia.org/wiki/Lamazan,https://fa.wikipedia.org/wiki/%D9%84%D9%85%D8%B2%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D9%85%D8%B2%D8%A7%D9%86&params=27.0450_N_54.8900_E_
Lamerd,لامرد,فارس,لامرد,مرکزی,27.342266,53.176789,652.0,,29380.0,25131.0,https://en.wikipedia.org/wiki/Lamerd,https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D9%85%D8%B1%D8%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D8%A7%D9%85%D8%B1%D8%AF&params=27.342266_N_53.176789_E_
Landeh,لنده,کهگیلویه و بویراحمد,لنده,,30.9825,50.4261,741.0,875.0,12772.0,11670.0,https://en.wikipedia.org/wiki/Landeh,https://fa.wikipedia.org/wiki/%D9%84%D9%86%D8%AF%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D9%86%D8%AF%D9%87&params=30.9825_N_50.4261_E_
Langarud,لنگرود,گیلان,لنگرود,مرکزی شهرستان لنگرود,,,,,79445.0,74477.0,https://en.wikipedia.org/wiki/Langarud,https://fa.wikipedia.org/wiki/%D9%84%D9%86%DA%AF%D8%B1%D9%88%D8%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%84%D9%86%DA%AF%D8%B1%D9%88%D8%AF&params=37_11_42.56_N_50_09_02.73_E_type:city_region:IR
