author,published,site_url,type,label
Harun Yahya,2016-10-30T02:00:00.000+02:00,ahtribune.com,bs,Fake
"Ethan A. Huff, staff writer",2016-10-28T14:00:00.000+03:00,naturalnews.com,junksci,Fake
Ryan Banister,2016-10-27T13:22:10.251+03:00,dcclothesline.com,bs,Fake
darkbake,2016-10-27T02:54:57.851+03:00,abovetopsecret.com,bs,Fake
SUPREMEMASTER,2016-10-26T16:40:00.000+03:00,prisonplanet.com,conspiracy,Fake
Lamar Havard,2016-10-26T22:46:37.706+03:00,westernjournalism.com,bias,Real
Mike Rivero,2016-11-12T05:12:00.000+02:00,whatreallyhappened.com,bs,Fake
samar pahwa,2016-10-27T22:38:00.000+03:00,naturalnews.com,junksci,Fake
neoholographic,2016-10-27T01:01:00.000+03:00,abovetopsecret.com,bs,Fake
Ike Mclean,2016-11-11T15:13:00.000+02:00,dennismichaellynch.com,bs,Fake
No Author,2016-10-29T18:33:34.318+03:00,awdnews.com,conspiracy,Fake
Margaret Seymour Pope,2016-10-26T22:46:35.843+03:00,westernjournalism.com,bias,Real
Troy Francis,2016-11-02T18:01:28.236+02:00,returnofkings.com,hate,Real
adobochronicles.com - Real or Satire?,2016-11-24T07:31:00.000+02:00,adobochronicles.com,fake,Fake
TheFineReport.com,2016-11-21T11:33:28.315+02:00,thesaker.is,bs,Fake
Karin Zakrzewski-Graziano,2016-10-26T22:46:37.734+03:00,westernjournalism.com,bias,Real
Anonymous,2016-10-30T10:17:00.000+02:00,abeldanger.net,bs,Fake
EdJenner,2016-11-02T14:17:58.898+02:00,dailywire.com,bias,Real
No Author,2016-10-27T11:28:45.189+03:00,prisonplanet.com,conspiracy,Fake
David Stockman,2016-10-27T03:19:35.130+03:00,davidstockmanscontracorner.com,bs,Fake
No Author,2016-11-09T06:39:24.194+02:00,legorafi.fr,satire,Fake
Activist Post,2016-11-01T18:26:34.819+02:00,activistpost.com,conspiracy,Fake
marlene,2016-10-31T09:57:43.209+02:00,dcclothesline.com,bs,Fake
David G. Brown,2016-11-19T21:01:08.943+02:00,returnofkings.com,hate,Real
Fed Up,2016-11-11T15:13:00.000+02:00,100percentfedup.com,bias,Real
No Author,2016-10-28T21:28:57.755+03:00,departed.co,bs,Fake
No Author,2016-11-06T20:03:00.000+02:00,addictinginfo.org,bias,Real
No Author,2016-11-12T05:06:00.000+02:00,addictinginfo.org,bias,Real
Jared Taylor,2016-10-29T04:39:00.164+03:00,amren.com,bs,Fake
Daniel Greenfield,2016-10-28T14:53:04.717+03:00,frontpagemag.com,hate,Real
Alex Ansary,2016-11-02T19:14:58.593+02:00,amtvmedia.com,bs,Fake
Relampago Furioso,2016-11-23T21:22:26.856+02:00,returnofkings.com,hate,Real
No Author,2016-10-27T21:14:42.563+03:00,awdnews.com,conspiracy,Fake
John Doyle,2016-10-26T22:46:37.614+03:00,westernjournalism.com,bias,Real
-NO AUTHOR-,2016-10-26T21:16:39.777+03:00,wnd.com,bias,Real
Joe Kovacs,2016-10-26T22:54:58.597+03:00,wnd.com,bias,Real
Rejean Paquette,2016-10-26T22:46:58.915+03:00,westernjournalism.com,bs,Fake
Corbett,2016-11-16T20:59:47.037+02:00,corbettreport.com,bs,Fake
Ann Coulter,2016-10-27T03:05:01.989+03:00,wnd.com,bias,Real
Letsbereal,2016-10-26T11:18:00.000+03:00,prisonplanet.com,conspiracy,Fake
Dr. Patrick Slattery,2016-11-08T21:18:56.953+02:00,davidduke.com,hate,Real
tokyowashi (noreply@blogger.com),2016-11-02T01:17:20.300+02:00,abeldanger.net,bs,Fake
EdJenner,2016-11-20T23:01:33.522+02:00,dailywire.com,bias,Real
EdJenner,2016-11-20T03:53:12.132+02:00,100percentfedup.com,bias,Real
Dr. Patrick Slattery,2016-11-02T20:11:29.060+02:00,davidduke.com,hate,Real
No Author,2016-11-08T13:00:00.000+02:00,clickhole.com,satire,Fake
Daisy Luther,2016-10-30T13:24:58.660+02:00,dcclothesline.com,bs,Fake
Activist Post,2016-11-08T01:20:32.516+02:00,activistpost.com,conspiracy,Fake
No Author,2016-10-27T19:04:00.000+03:00,awdnews.com,conspiracy,Fake
ActivistPost,2016-11-03T19:17:10.178+02:00,activistpost.com,conspiracy,Fake
Corbett,2016-11-19T22:09:45.115+02:00,corbettreport.com,bs,Fake
"Mike Adams, NaturalNews Editor",2016-11-01T13:00:00.000+02:00,naturalnews.com,junksci,Fake
Staff,2016-11-22T02:49:11.854+02:00,davidduke.com,hate,Real
Jon Bowne,2016-10-28T21:12:14.508+03:00,infowars.com,conspiracy,Fake
Rick Payne,2016-10-26T22:46:19.594+03:00,westernjournalism.com,bias,Real
Michael Snyder,2016-11-14T07:38:52.491+02:00,theeconomiccollapseblog.com,bs,Fake
Alex Ansary,2016-10-31T19:54:37.833+02:00,amtvmedia.com,bs,Fake
Jason Easley,2016-11-01T22:20:57.503+02:00,politicususa.com,bias,Real
No Author,2016-11-10T12:20:53.046+02:00,legorafi.fr,satire,Fake
Mike Rivero,2016-11-24T03:37:00.000+02:00,21stcenturywire.com,conspiracy,Fake
Steve Watson,2016-10-28T15:51:13.562+03:00,infowars.com,conspiracy,Fake
Thomas Faddis,2016-10-26T22:46:37.558+03:00,westernjournalism.com,bias,Real
Henry Wolff,2016-11-03T02:48:32.049+02:00,amren.com,bs,Fake
No Author,2016-10-27T00:19:56.838+03:00,awdnews.com,conspiracy,Fake
Letsbereal,2016-10-26T16:36:00.000+03:00,prisonplanet.com,conspiracy,Fake
Alex Ansary,2016-11-05T00:33:12.210+02:00,amtvmedia.com,bs,Fake
ahtribune.com,2016-11-13T02:00:00.000+02:00,ahtribune.com,bs,Fake
Roosh Valizadeh,2016-11-08T02:00:46.608+02:00,returnofkings.com,hate,Real
Daniel Greenfield,2016-11-03T18:46:55.411+02:00,frontpagemag.com,hate,Real
Alex Ansary,2016-11-04T02:44:43.932+02:00,amtvmedia.com,bs,Fake
Twain Yobra,2016-10-28T22:11:00.000+03:00,naturalnews.com,junksci,Fake
Daniel Greenfield,2016-11-04T13:54:45.696+02:00,galacticconnection.com,bs,Fake
admin,2016-10-27T18:55:02.418+03:00,prisonplanet.com,conspiracy,Fake
Anonymous,2016-10-31T01:50:00.000+02:00,abeldanger.net,bs,Fake
"Mike Adams, NaturalNews Editor",2016-10-30T13:00:00.000+02:00,naturalnews.com,junksci,Fake
Tony Rabon,2016-10-28T19:56:09.149+03:00,adobochronicles.com,fake,Fake
No Author,2016-10-27T04:55:36.260+03:00,prisonplanet.com,conspiracy,Fake
Mikael Thalen,2016-10-26T23:13:03.322+03:00,infowars.com,conspiracy,Fake
Jason Easley,2016-10-28T03:20:33.086+03:00,politicususa.com,bias,Real
Sue Penn (@SuePennonTwitte),2016-11-13T07:32:00.000+02:00,adobochronicles.com,fake,Fake
Jason Easley,2016-10-28T22:49:01.981+03:00,politicususa.com,bias,Real
Alex Ansary,2016-11-02T18:22:23.260+02:00,amtvmedia.com,bs,Fake
Activist Post,2016-10-31T14:20:27.043+02:00,activistpost.com,conspiracy,Fake
No Author,2016-11-01T07:00:00.000+02:00,departed.co,bs,Fake
EdJenner,2016-11-12T02:46:59.606+02:00,dailywire.com,bias,Real
Catherine Shakdam,2016-10-28T03:00:00.000+03:00,ahtribune.com,bs,Fake
Anonymous,2016-10-29T09:34:00.000+03:00,abeldanger.net,bs,Fake
Madeline,2016-10-26T21:06:53.668+03:00,galacticconnection.com,conspiracy,Fake
Pamela Geller,2016-10-30T13:42:09.328+02:00,dcclothesline.com,bs,Fake
Brandon Turbeville,2016-10-28T07:35:29.388+03:00,activistpost.com,conspiracy,Fake
Activist Post,2016-10-27T19:20:39.827+03:00,activistpost.com,conspiracy,Fake
Bob Smith,2016-11-12T01:10:16.836+02:00,returnofkings.com,hate,Real
Jason Easley,2016-10-28T22:03:39.478+03:00,politicususa.com,bias,Real
No Author,2016-11-19T12:49:54.257+02:00,ahtribune.com,bs,Fake
Dr. Patrick Slattery,2016-11-03T21:10:52.270+02:00,davidduke.com,hate,Real
Claire Bernish,2016-11-01T17:19:22.596+02:00,thefreethoughtproject.com,bs,Fake
No Author,2016-10-27T21:14:42.286+03:00,awdnews.com,conspiracy,Fake
Anonymous,2016-10-29T10:02:00.000+03:00,abeldanger.net,bs,Fake
Ari Lieberman,2016-11-02T06:45:43.046+02:00,frontpagemag.com,hate,Real
James M. Dorsey,2016-11-06T02:00:00.000+02:00,ahtribune.com,bs,Fake
"L.J. Devon, Staff Writer",2016-11-01T13:00:00.000+02:00,naturalnews.com,junksci,Fake
No Author,2016-11-09T04:53:18.186+02:00,legorafi.fr,satire,Fake
No Author,2016-10-26T23:25:00.000+03:00,awdnews.com,conspiracy,Fake
Rmuse,2016-10-31T04:57:17.511+02:00,politicususa.com,bias,Real
admin,2016-10-26T19:14:00.000+03:00,prisonplanet.com,conspiracy,Fake
Activist Post,2016-11-07T17:55:36.561+02:00,activistpost.com,conspiracy,Fake
Henry Wolff,2016-11-08T05:20:38.559+02:00,amren.com,bs,Fake
admin,2016-10-26T19:21:00.000+03:00,prisonplanet.com,conspiracy,Fake
Henry Wolff,2016-11-08T05:20:32.193+02:00,amren.com,bs,Fake
Daniel Greenfield,2016-10-31T05:57:54.911+02:00,frontpagemag.com,hate,Real
Paul Joseph Watson,2016-10-27T16:07:37.440+03:00,infowars.com,conspiracy,Fake
Roosh Valizadeh,2016-11-09T00:00:46.083+02:00,returnofkings.com,hate,Real
seentoomuch,2016-10-26T21:13:00.000+03:00,abovetopsecret.com,bs,Fake
Paulus,2016-10-31T12:54:56.629+02:00,dcclothesline.com,bs,Fake
Henry Wolff,2016-11-03T02:48:35.169+02:00,amren.com,bs,Fake
Daniel Greenfield,2016-10-26T08:50:00.000+03:00,frontpagemag.com,hate,Real
No Author,2016-11-17T15:46:22.603+02:00,legorafi.fr,satire,Fake
Anonymous,2016-10-29T10:38:00.000+03:00,abeldanger.net,bs,Fake
Branko Mali,2016-11-25T14:33:14.332+02:00,21stcenturywire.com,conspiracy,Fake
Michael Sebastian,2016-11-18T00:00:00.000+02:00,returnofkings.com,hate,Real
admin,2016-10-27T18:48:17.545+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-11-22T02:45:00.000+02:00,clickhole.com,satire,Fake
Hrafnkell Haraldsson,2016-10-28T16:28:39.022+03:00,politicususa.com,bias,Real
Joe Kovacs,2016-10-26T23:07:31.928+03:00,wnd.com,bias,Real
Beau Albrecht,2016-11-16T04:00:00.000+02:00,returnofkings.com,hate,Real
Dr. Eowyn,2016-10-30T12:00:31.295+02:00,dcclothesline.com,bs,Fake
Corey Savage,2016-11-07T19:00:00.000+02:00,returnofkings.com,hate,Real
EdJenner,2016-11-20T21:02:39.317+02:00,dailywire.com,bias,Real
Anonymous,2016-10-31T01:40:00.000+02:00,abeldanger.net,bs,Fake
Truth Detector,2016-10-31T12:28:27.453+02:00,dcclothesline.com,bs,Fake
Jacques de Seingalt,2016-11-24T03:01:28.961+02:00,returnofkings.com,hate,Real
ActivistPost,2016-11-01T19:45:36.456+02:00,activistpost.com,conspiracy,Fake
tokyowashi (noreply@blogger.com),2016-11-01T09:56:04.637+02:00,abeldanger.net,bs,Fake
Bernie Paprika,2016-11-10T20:49:03.992+02:00,returnofkings.com,hate,Real
No Author,2016-11-09T15:52:57.924+02:00,legorafi.fr,satire,Fake
Corbett,2016-11-07T19:09:15.225+02:00,corbettreport.com,bs,Fake
Profusion,2016-10-27T02:54:51.356+03:00,abovetopsecret.com,bs,Fake
An Infographic Showing What Male Privilege Really Looks Like,2016-11-21T01:47:36.520+02:00,returnofkings.com,hate,Real
Robert Spencer,2016-11-04T11:07:00.000+02:00,frontpagemag.com,hate,Real
Milad Amini Movahhed,2016-11-21T02:00:00.000+02:00,ahtribune.com,bs,Fake
Daniel Greenfield,2016-10-31T19:30:19.095+02:00,frontpagemag.com,hate,Real
No Author,2016-11-09T00:24:44.082+02:00,clickhole.com,satire,Fake
No Author,2016-10-27T21:11:10.053+03:00,awdnews.com,conspiracy,Fake
Rmuse,2016-11-01T16:06:37.902+02:00,politicususa.com,bias,Real
Dean James,2016-11-23T22:06:00.000+02:00,americasfreedomfighters.com,bs,Fake
EdJenner,2016-11-05T16:14:30.870+02:00,dailywire.com,bias,Real
No Author,2016-10-27T13:51:29.748+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-10-26T19:45:00.000+03:00,westernjournalism.com,bias,Real
Yrag Werdna Xuaedobiht,2016-10-26T22:46:37.715+03:00,westernjournalism.com,bias,Real
Adan Salazar,2016-10-28T00:15:48.955+03:00,infowars.com,conspiracy,Fake
Anonymous,2016-10-31T01:40:00.000+02:00,abeldanger.net,bs,Fake
No Author,2016-11-23T13:20:03.846+02:00,legorafi.fr,satire,Fake
Buck Rogers,2016-10-27T17:51:10.531+03:00,thefreethoughtproject.com,bs,Fake
KD7ONE,2016-10-26T16:46:00.000+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-11-07T21:09:53.035+02:00,clickhole.com,satire,Fake
No Author,2016-11-14T21:18:42.416+02:00,clickhole.com,satire,Fake
John Kaminski,2016-11-23T13:19:41.075+02:00,darkmoon.me,bs,Fake
No Author,2016-10-31T01:33:50.569+02:00,departed.co,bs,Fake
Anonymous,2016-11-01T07:12:00.000+02:00,abeldanger.net,bs,Fake
Staff,2016-11-18T18:45:06.734+02:00,davidduke.com,hate,Real
No Author,2016-11-01T18:37:33.704+02:00,clickhole.com,satire,Fake
Allen Mendenhall,2016-10-29T02:08:58.551+03:00,infowars.com,conspiracy,Fake
bryan2006,2016-10-27T09:42:41.254+03:00,abovetopsecret.com,bs,Fake
American News,2016-11-08T09:29:00.000+02:00,americannews.com,bs,Fake
Relampago Furioso,2016-11-15T15:01:54.543+02:00,returnofkings.com,hate,Real
No Author,2016-11-18T20:10:25.886+02:00,clickhole.com,satire,Fake
Amy Goodrich,2016-11-02T07:13:24.331+02:00,newstarget.com,conspiracy,Fake
Jason Easley,2016-11-01T02:04:36.373+02:00,politicususa.com,bias,Real
Alex Ansary,2016-11-04T02:44:44.106+02:00,amtvmedia.com,bs,Fake
Dr. Patrick Slattery,2016-10-27T19:01:11.700+03:00,davidduke.com,hate,Real
Henry Wolff,2016-11-08T05:20:31.911+02:00,amren.com,bs,Fake
Anonymous,2016-10-29T09:34:00.000+03:00,abeldanger.net,bs,Fake
No Author,2016-10-27T23:15:00.000+03:00,clickhole.com,satire,Fake
Daniel Greenfield,2016-10-27T21:12:14.598+03:00,frontpagemag.com,hate,Real
Activist Post,2016-11-04T16:52:06.225+02:00,activistpost.com,conspiracy,Fake
Brutus Centinel,2016-11-04T14:03:58.966+02:00,returnofkings.com,hate,Real
Isabelle Z.,2016-11-01T09:31:26.082+02:00,naturalnews.com,junksci,Fake
Nick Huxsted,2016-10-31T21:47:49.087+02:00,naturalnews.com,junksci,Fake
Claire Bernish,2016-11-01T15:09:27.269+02:00,thefreethoughtproject.com,bs,Fake
A. Griffee,2016-11-02T07:00:00.000+02:00,dennismichaellynch.com,bs,Fake
Ricardo Sanchez,2016-11-01T18:00:51.316+02:00,returnofkings.com,hate,Real
No Author,2016-11-08T00:43:14.963+02:00,departed.co,bs,Fake
Dr. Patrick Slattery,2016-11-22T21:56:09.388+02:00,davidduke.com,hate,Real
No Author,2016-10-27T03:49:07.791+03:00,prisonplanet.com,conspiracy,Fake
Gandalf77,2016-10-27T00:17:00.000+03:00,abovetopsecret.com,bs,Fake
KD7ONE,2016-10-26T16:50:00.000+03:00,prisonplanet.com,conspiracy,Fake
Peeple,2016-10-27T00:53:00.000+03:00,abovetopsecret.com,bs,Fake
Dr. Patrick Slattery,2016-11-17T07:12:32.712+02:00,davidduke.com,hate,Real
No Author,2016-10-31T06:44:00.000+02:00,dailywire.com,bias,Real
Gearóid Ó Colmáin,2016-11-05T02:00:00.000+02:00,ahtribune.com,bs,Fake
Emma-Kate Symons,2016-10-28T07:55:07.497+03:00,frontpagemag.com,hate,Real
George Zapo,2016-10-28T20:04:00.000+03:00,naturalnews.com,junksci,Fake
Infowars.com,2016-10-28T21:12:34.689+03:00,infowars.com,conspiracy,Fake
No Author,2016-11-01T01:11:00.000+02:00,clickhole.com,satire,Fake
David G. Brown,2016-11-08T22:01:29.413+02:00,returnofkings.com,hate,Real
Kit Daniels,2016-10-27T18:25:45.168+03:00,infowars.com,conspiracy,Fake
No Author,2016-10-31T10:19:40.712+02:00,clickhole.com,satire,Fake
Angel - NYC,2016-10-28T18:23:45.811+03:00,fromthetrenchesworldreport.com,bs,Fake
thefitgirl,2016-11-01T23:32:00.000+02:00,naturalnews.com,junksci,Fake
Prissy Holly,2016-10-26T21:21:57.313+03:00,naturalnews.com,junksci,Fake
Jimmy Rustling,2016-11-11T12:00:00.000+02:00,abcnews.com.co,fake,Fake
Michael Sebastian,2016-10-27T15:01:22.288+03:00,returnofkings.com,hate,Real
Jack Cashill,2016-10-27T03:04:48.854+03:00,wnd.com,bias,Real
No Author,2016-11-18T21:45:28.657+02:00,clickhole.com,satire,Fake
Alex Ansary,2016-11-02T18:36:20.532+02:00,amtvmedia.com,bs,Fake
No Author,2016-11-17T13:03:00.000+02:00,dailywire.com,bias,Real
Hrafnkell Haraldsson,2016-10-30T07:41:00.000+02:00,politicususa.com,bias,Real
Daniel Greenfield,2016-10-30T13:39:16.355+02:00,frontpagemag.com,hate,Real
Kai Kieferle,2016-11-10T21:38:00.000+02:00,ahtribune.com,bs,Fake
Anonymous,2016-10-31T01:50:00.000+02:00,abeldanger.net,bs,Fake
Activist Post,2016-11-01T18:26:34.857+02:00,activistpost.com,conspiracy,Fake
Theodore Shoebat,2016-10-31T13:12:52.632+02:00,dcclothesline.com,bs,Fake
EdJenner,2016-11-12T06:16:03.318+02:00,100percentfedup.com,bias,Real
Tru Foods Nutrition,2016-11-02T02:49:00.000+02:00,naturalnews.com,junksci,Fake
Admin,2016-11-24T19:47:13.277+02:00,darkmoon.me,bs,Fake
Alex Ansary,2016-11-03T03:45:27.666+02:00,amtvmedia.com,bs,Fake
Alex Ansary,2016-11-02T18:22:23.760+02:00,amtvmedia.com,bs,Fake
Relampago Furioso,2016-11-07T19:01:22.550+02:00,returnofkings.com,hate,Real
Admin,2016-11-21T15:40:18.377+02:00,darkmoon.me,bs,Fake
Shelby Kellin,2016-10-26T22:46:37.598+03:00,westernjournalism.com,bias,Real
Dr. Patrick Slattery,2016-11-10T20:09:17.905+02:00,davidduke.com,hate,Real
No Author,2016-11-01T08:28:43.027+02:00,naturalnews.com,junksci,Fake
Daniel Greenfield,2016-11-01T13:09:43.088+02:00,frontpagemag.com,hate,Real
EdJenner,2016-11-09T18:45:42.731+02:00,dailywire.com,bias,Real
J. D. Heyes,2016-10-30T13:00:00.000+02:00,naturalnews.com,junksci,Fake
No Author,2016-10-27T03:46:39.084+03:00,prisonplanet.com,conspiracy,Fake
Roosh Valizadeh,2016-10-31T18:01:23.455+02:00,returnofkings.com,hate,Real
Luke Moseley,2016-10-26T22:46:43.777+03:00,westernjournalism.com,bias,Real
Hrafnkell Haraldsson,2016-10-29T23:17:00.600+03:00,politicususa.com,bias,Real
Lily Dane,2016-11-02T17:45:27.945+02:00,thedailysheeple.com,bs,Fake
Hefficide,2016-10-27T09:52:00.000+03:00,abovetopsecret.com,bs,Fake
"Mike Adams, NaturalNews Editor",2016-10-27T14:00:00.000+03:00,naturalnews.com,junksci,Fake
No Author,2016-10-27T15:12:29.153+03:00,awdnews.com,conspiracy,Fake
Roosh Valizadeh,2016-10-27T03:01:18.545+03:00,returnofkings.com,hate,Real
Mike Rivero,2016-11-02T01:43:00.000+02:00,21stcenturywire.com,conspiracy,Fake
"David Gutierrez, staff writer",2016-10-28T09:34:00.931+03:00,naturalnews.com,junksci,Fake
karencole,2016-10-27T22:20:00.000+03:00,naturalnews.com,junksci,Fake
Henry Wolff,2016-11-05T00:24:00.000+02:00,amren.com,bs,Fake
Activist Post,2016-11-06T17:20:52.990+02:00,activistpost.com,conspiracy,Fake
Anonymous,2016-10-26T22:35:00.000+03:00,abeldanger.net,bs,Fake
Steve Watson,2016-10-27T14:29:20.237+03:00,infowars.com,conspiracy,Fake
No Author,2016-11-11T03:38:46.870+02:00,clickhole.com,satire,Fake
EdJenner,2016-11-08T05:27:48.388+02:00,dailywire.com,bias,Real
Gillian,2016-11-06T21:09:00.000+02:00,shiftfrequency.com,bs,Fake
Bob Smith,2016-11-17T05:59:43.675+02:00,returnofkings.com,hate,Real
Brian Gerard,2016-11-05T19:01:12.583+02:00,returnofkings.com,hate,Real
Erik Rush,2016-10-27T03:04:44.225+03:00,wnd.com,bias,Real
-NO AUTHOR-,2016-10-27T00:52:00.000+03:00,wnd.com,bias,Real
Activist Post,2016-11-07T18:25:56.671+02:00,activistpost.com,conspiracy,Fake
Violater1,2016-10-28T06:57:18.062+03:00,abovetopsecret.com,bs,Fake
marlene,2016-10-31T13:50:20.128+02:00,dcclothesline.com,bs,Fake
Activist Post,2016-11-02T18:35:42.682+02:00,activistpost.com,conspiracy,Fake
EdJenner,2016-11-21T01:44:30.277+02:00,dailywire.com,bias,Real
No Author,2016-10-28T18:34:50.127+03:00,awdnews.com,conspiracy,Fake
tokyowashi (noreply@blogger.com),2016-11-01T10:10:41.864+02:00,abeldanger.net,bs,Fake
-NO AUTHOR-,2016-10-27T01:02:34.523+03:00,wnd.com,bias,Real
DL,2016-10-31T02:35:28.428+02:00,dcclothesline.com,bs,Fake
No Author,2016-10-27T18:54:00.000+03:00,awdnews.com,conspiracy,Fake
David Stockman,2016-10-27T16:16:44.636+03:00,davidstockmanscontracorner.com,bs,Fake
No Author,2016-10-27T21:11:15.654+03:00,awdnews.com,conspiracy,Fake
Daniel Greenfield,2016-11-04T01:47:41.238+02:00,frontpagemag.com,hate,Real
No Author,2016-10-26T23:13:00.000+03:00,awdnews.com,conspiracy,Fake
admin,2016-10-27T13:58:57.027+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-10-26T22:22:00.000+03:00,awdnews.com,conspiracy,Fake
Starkman,2016-11-04T16:17:22.862+02:00,veteranstoday.com,bs,Fake
Nathaniel Mauka,2016-10-31T13:39:19.299+02:00,dcclothesline.com,bs,Fake
admin,2016-10-27T16:41:44.825+03:00,prisonplanet.com,conspiracy,Fake
Dml Daily,2016-10-29T07:30:28.401+03:00,dennismichaellynch.com,bs,Fake
No Author,2016-11-03T09:50:10.485+02:00,clickhole.com,satire,Fake
No Author,2016-11-09T17:06:00.000+02:00,21stcenturywire.com,conspiracy,Fake
Amy Goodrich,2016-11-01T09:31:25.515+02:00,naturalnews.com,junksci,Fake
Jason Easley,2016-10-27T22:20:28.975+03:00,politicususa.com,bias,Real
No Author,2016-10-27T03:35:53.744+03:00,prisonplanet.com,conspiracy,Fake
Brandon Turbeville,2016-11-09T01:19:03.532+02:00,activistpost.com,conspiracy,Fake
Daniel Barker,2016-10-28T09:33:57.630+03:00,naturalnews.com,junksci,Fake
No Author,2016-11-14T16:23:30.502+02:00,legorafi.fr,satire,Fake
EdJenner,2016-11-17T02:43:29.321+02:00,dailywire.com,bias,Real
Dawn Perlmutter,2016-11-01T07:32:55.132+02:00,frontpagemag.com,hate,Real
Shawn Helton,2016-10-29T04:22:00.000+03:00,21stcenturywire.com,conspiracy,Fake
Mohsen Abdelmoumen,2016-11-23T02:00:00.000+02:00,ahtribune.com,bs,Fake
No Author,2016-11-08T07:00:00.000+02:00,proudemocrat.com,bias,Real
admin,2016-10-27T16:41:36.148+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-11-14T11:55:40.590+02:00,legorafi.fr,satire,Fake
No Author,2016-10-26T22:58:49.752+03:00,prisonplanet.com,conspiracy,Fake
Corbett,2016-11-23T17:39:44.939+02:00,corbettreport.com,bs,Fake
No Author,2016-10-26T22:28:00.000+03:00,awdnews.com,conspiracy,Fake
"Mike Adams, NaturalNews Editor",2016-11-01T13:00:00.000+02:00,naturalnews.com,junksci,Fake
EdJenner,2016-11-15T09:43:45.343+02:00,100percentfedup.com,bias,Real
EdJenner,2016-10-30T06:14:19.090+02:00,dailywire.com,bias,Real
apoc36,2016-10-27T02:54:41.397+03:00,abovetopsecret.com,bs,Fake
Frontpagemag.com,2016-10-31T11:11:00.000+02:00,frontpagemag.com,hate,Real
Don Wrightman,2016-11-05T22:27:00.000+02:00,newstarget.com,conspiracy,Fake
Jon Anthony,2016-11-12T21:37:22.442+02:00,returnofkings.com,hate,Real
Kelen M,2016-10-28T00:15:48.279+03:00,infowars.com,conspiracy,Fake
Activist Post,2016-10-27T04:44:47.307+03:00,activistpost.com,conspiracy,Fake
Matibob,2016-10-27T10:25:57.105+03:00,dcclothesline.com,bs,Fake
Hrafnkell Haraldsson,2016-11-02T03:03:33.129+02:00,politicususa.com,bias,Real
EdJenner,2016-11-13T06:02:46.689+02:00,100percentfedup.com,bias,Real
Daniel Greenfield,2016-10-30T06:57:20.350+02:00,frontpagemag.com,hate,Real
The Mind Unleashed,2016-11-08T02:47:00.000+02:00,theonion.com,bs,Fake
Catherine Shakdam,2016-10-31T02:00:00.000+02:00,ahtribune.com,bs,Fake
No Author,2016-11-19T06:09:00.000+02:00,dailywire.com,bias,Real
Roosh Valizadeh,2016-11-17T00:00:00.000+02:00,returnofkings.com,hate,Real
No Author,2016-10-28T15:49:50.985+03:00,awdnews.com,conspiracy,Fake
Jenna McLaughlin,2016-10-26T22:20:26.479+03:00,infowars.com,conspiracy,Fake
No Author,2016-11-15T19:23:15.331+02:00,clickhole.com,satire,Fake
No Author,2016-11-09T01:59:44.064+02:00,legorafi.fr,satire,Fake
Daniel Greenfield,2016-10-28T03:32:38.137+03:00,frontpagemag.com,hate,Real
No Author,2016-10-27T17:30:23.655+03:00,prisonplanet.com,conspiracy,Fake
Dr. Majid Rafizadeh,2016-10-27T09:20:34.163+03:00,frontpagemag.com,hate,Real
Staff,2016-11-15T01:37:13.686+02:00,davidduke.com,hate,Real
No Author,2016-10-27T00:31:27.018+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-11-02T00:17:31.986+02:00,clickhole.com,satire,Fake
Isabelle Z.,2016-10-29T14:00:00.000+03:00,naturalnews.com,junksci,Fake
USA Today,2016-10-26T23:45:15.782+03:00,infowars.com,conspiracy,Fake
KD7ONE,2016-10-26T16:49:00.000+03:00,prisonplanet.com,conspiracy,Fake
Joseph Puder,2016-10-31T11:02:00.000+02:00,frontpagemag.com,hate,Real
Larsen Halleck,2016-11-13T21:01:44.275+02:00,returnofkings.com,hate,Real
Rhonda Gilmore,2016-10-26T22:46:20.548+03:00,westernjournalism.com,bias,Real
The Alex Jones Show,2016-10-28T21:12:27.535+03:00,infowars.com,conspiracy,Fake
Daniel Greenfield,2016-10-30T06:57:17.661+02:00,frontpagemag.com,hate,Real
Roosh Valizadeh,2016-11-11T19:01:13.119+02:00,returnofkings.com,hate,Real
The Alex Jones Show,2016-10-27T18:54:59.921+03:00,infowars.com,conspiracy,Fake
James Richard Tyrer,2016-10-26T22:46:37.603+03:00,westernjournalism.com,bias,Real
David G. Brown,2016-11-22T23:03:06.646+02:00,returnofkings.com,hate,Real
Kit Daniels,2016-10-28T00:15:48.481+03:00,infowars.com,conspiracy,Fake
David Risselada,2016-10-31T13:12:47.326+02:00,dcclothesline.com,bs,Fake
EdJenner,2016-11-03T07:22:47.661+02:00,frontpagemag.com,hate,Real
Anonymous,2016-10-26T22:48:00.000+03:00,abeldanger.net,bs,Fake
Mikael Thalen,2016-10-27T01:10:18.435+03:00,infowars.com,conspiracy,Fake
Steve Watson,2016-10-28T15:51:34.503+03:00,infowars.com,conspiracy,Fake
wmw_admin,2016-10-31T14:04:35.283+02:00,topinfopost.com,bs,Fake
Jim,2016-10-27T19:17:00.000+03:00,ahtribune.com,bs,Fake
